room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_SAUNA,SYSTEM_NO_DETECTOR_CO2,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_CITY,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_BREAKFAST,SYSTEM_PETS,SYSTEM_VIEW_MOUNTAIN,SYSTEM_GOLF,SYSTEM_MAPS_RESORT,SYSTEM_DRYER,SYSTEM_FIREPLACE,SYSTEM_SKI,SYSTEM_BOAT_SAIL,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_SMOKING_ALLOWED,SYSTEM_EV_CHARGER,SYSTEM_HIGH_CHAIR,SYSTEM_CALENDAR,SYSTEM_BATHTUB
858142805829824276,https://www.airbnb.com.vn/rooms/858142805829824276,,Vũng Tàu,28,10.34936,107.095,REGULAR,,Căn hộ_TheSong Homestays,entire_home,,False,,/ đêm,,,7,True,True,True,True,True,True,,True,,,,,,,,,,,,True,,True,,,,,,True,,,,,,,,,,,,,
886699329743521520,https://www.airbnb.com.vn/rooms/886699329743521520,,Vũng Tàu,10,10.3491,107.09509,REGULAR,,Julie House-Căn hộ biển Vũng Tàu,entire_home,,False,,/ đêm,,,5,True,True,True,True,True,True,,True,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
886613656994399824,https://www.airbnb.com.vn/rooms/886613656994399824,,Vũng Tàu,18,10.3494,107.09486,REGULAR,,Căn Hộ The Sóng,entire_home,,False,,/ đêm,1.027,₫1.027.059,5,True,True,True,,,True,,True,True,,,True,,False,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
40762958,https://www.airbnb.com.vn/rooms/40762958,"3,5",Thành phố Vũng Tàu,24,10.33776,107.08504,REGULAR,,Milan 31 - The Cozy Milan Homestay (B18-9),entire_home,6,False,,/ đêm,,,12,True,True,True,True,True,,,True,,,,,,,,,,,True,,,,True,,,,,,,,,,True,,,,,,,,
626489825450822794,https://www.airbnb.com.vn/rooms/626489825450822794,"3,83",Vũng Tàu,30,10.36351,107.06203,REGULAR,,Xem toàn bộ khung cảnh núi 2B giờ Apt bởi Joi Hospitality,entire_home,6,False,,/ đêm,690.353,₫690.353,8,True,True,True,,,True,,True,True,,,,,,,,,,True,,,,True,,,,,,True,,,,,,,,,,True,,
871576813145978788,https://www.airbnb.com.vn/rooms/871576813145978788,,Vũng Tàu,26,10.3500656,107.0958094,REGULAR,,Căn hộ nghỉ dưỡng cao cấp 5*,entire_home,,False,,/ đêm,1.235,₫1.235.295,3,True,True,True,True,,True,True,True,,,,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
840857548018188500,https://www.airbnb.com.vn/rooms/840857548018188500,,Vũng Tàu,11,10.33732,107.0866,REGULAR,,Lee HomeStay Căn Hộ Biển Melody Vũng Tàu,entire_home,,False,,/ đêm,636.125,₫636.125,6,True,True,True,True,,,,True,,True,,,,,,,,,True,,,,True,,True,,,,,,,,,,,,,,True,,
886093406513102972,https://www.airbnb.com.vn/rooms/886093406513102972,,Vũng Tàu,10,10.37313,107.12819,REGULAR,,Beach condo getaway!,entire_home,,False,,/ đêm,,,4,True,True,,,,True,,True,True,,,,,False,,,,,True,,False,,,True,True,,,,,,,,,,,,,,,,
858131205689322602,https://www.airbnb.com.vn/rooms/858131205689322602,,Vũng Tàu,30,10.35073,107.09657,REGULAR,,TheSong Homestay,entire_home,,False,,/ đêm,,,7,True,True,True,True,True,True,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
46428855,https://www.airbnb.com.vn/rooms/46428855,"4,96",Thành phố Vũng Tầu,24,10.34842,107.09757,REGULAR,,"Tầm nhìn ra đại dương, 1 phút đến Bãi biển - Nhàvin - Vũng Tàu",entire_home,47,False,,/ đêm,1.053,₫1.053.248,6,True,True,True,True,True,True,True,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
34823227,https://www.airbnb.com.vn/rooms/34823227,"4,55",Thành phố Vũng Tàu,26,10.32997,107.07533,REGULAR,,Tầng 3 hướng biển,private_room,11,False,,/ đêm,,,2,True,True,True,,True,,True,True,True,,,,,False,False,True,4,True,,,,,,,,,,True,,,,,,,,,,,,,
529967308184604972,https://www.airbnb.com.vn/rooms/529967308184604972,,Vũng Tàu,30,10.35083,107.09588,REGULAR,,"Sumi Homestay, Căn Hộ The Sóng Vũng Tàu",entire_home,,False,,/ đêm,,,5,True,True,True,True,True,True,,True,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
48702865,https://www.airbnb.com.vn/rooms/48702865,"4,92",Thành phố Vũng Tàu,30,10.35223,107.07886,REGULAR,,Sóc Nhà 1,entire_home,12,False,,/ đêm,3.366,₫3.366.472,12,True,True,True,True,True,,,True,,,True,,,False,,,,,,,False,True,,,,,,,,,,,,,,,,,,,
840467186176402102,https://www.airbnb.com.vn/rooms/840467186176402102,,Vũng Tàu,16,10.3500335,107.0961128,REGULAR,,The Sóng Vũng Tàu - Bin’s House,entire_home,,False,,/ đêm,,,6,True,True,True,True,True,True,,True,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,
575107918118661520,https://www.airbnb.com.vn/rooms/575107918118661520,"4,89",Vũng Tàu,12,10.350641,107.100014,REGULAR,,Căn Hộ Hiện Đại Cao Cấp Hướng Biển - 2 giường,entire_home,27,False,,/ đêm,,,4,True,True,True,True,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
727045242522765697,https://www.airbnb.com.vn/rooms/727045242522765697,,Vũng Tàu,24,10.348834980164296,107.09899898563775,REGULAR,,Căn hộ mới có ban công (Đối diện bãi tắm),entire_home,,False,,/ đêm,493.088,₫493.088,6,,True,True,True,True,True,,True,,True,,,,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,
48952069,https://www.airbnb.com.vn/rooms/48952069,,Thành phố Vũng Tàu,11,10.33591,107.08157,REGULAR,,Phòng đẹp với tầm nhìn ra núi,private_room,,False,,/ đêm,547.765,₫547.765,2,,,True,True,True,,,True,,,,,,False,,,,,True,,,,True,True,,True,,,,,,,,,,,,,,True,
34411822,https://www.airbnb.com.vn/rooms/34411822,"4,69",Thành phố Vũng Tàu,18,10.3269,107.08031,REGULAR,,"Căn hộ view biển, bãi tắm trước nhà. (58m2)",entire_home,16,False,,/ đêm,,,6,True,True,True,True,True,,,,,,,True,,False,,,,,,,False,True,,,,,,True,,,,,,,,,,,,,
733748823665596463,https://www.airbnb.com.vn/rooms/733748823665596463,"4,9",Vũng Tàu,25,10.3499614,107.0961159,REGULAR,,The Sóng Vung Tau - Chau homestay - 1bedroom plus,entire_home,10,False,,/ đêm,979.891,₫979.891,4,True,True,True,True,True,True,,True,True,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
821963172647632765,https://www.airbnb.com.vn/rooms/821963172647632765,"4,33",Vũng Tàu,21,10.34993,107.09536,REGULAR,,Chổ Nghĩ 2 Phòng Ngủ Hướng Biển,entire_home,3,False,,/ đêm,,,4,True,True,True,True,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781798668255405633,https://www.airbnb.com.vn/rooms/781798668255405633,"5,0",Vũng Tàu,22,10.35049,107.09506,REGULAR,,"T-Plantino 3 phòng ngủ, tầm nhìn ra biển 2 The Sóng",entire_home,5,False,,/ đêm,,,8,True,True,True,True,,True,,True,True,True,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,
17049413,https://www.airbnb.com.vn/rooms/17049413,,Thành phố Vũng Tàu,10,10.38322,107.06576,REGULAR,,Trái tim Bohemian.,private_room,2,False,,/ đêm,731.360,₫731.360,2,,True,True,,True,,,,,,,,,False,False,True,6,,True,,False,,True,,,,,,,,,,,,,False,,,,,
