room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_TV,isSuperHost,isVerified,SYSTEM_POOL,SYSTEM_FIREPIT,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_GOLF,SYSTEM_BEACH,SYSTEM_LOCK_ON_DOOR,SYSTEM_JACUZZI,SYSTEM_ELEVATOR,SYSTEM_PETS,SYSTEM_HAIRDRYER,SYSTEM_VIEW_CITY,yearHosting,SYSTEM_PATIO_BALCONY,SYSTEM_REFRIGERATOR,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_VIEW_OCEAN,SYSTEM_LUGGAGE_DROP,SYSTEM_FIREPLACE,SYSTEM_BABY_BATH,SYSTEM_GYM
666541786562701598,https://www.airbnb.com.vn/rooms/666541786562701598,,Thị xã Cửa Lò,17,18.79856,105.72669,REGULAR,,Ngôi nhà hạnh phúc 77 C | a Lò nướng,entire_home,,False,,/ đêm,1.129,₫1.129.765,6.0,True,True,,True,True,,True,,False,,True,,,,,,,,True,,,True,True,,,,,,,,,,,,
713554731737376913,https://www.airbnb.com.vn/rooms/713554731737376913,,Thành phố Hà Tĩnh,5,18.33609,105.90765,REGULAR,,Eco - Trung tâm - cách bãi biển Thiên Cẩm 10 km,entire_home,,False,,/ đêm,741.765,₫741.765,2.0,True,True,,True,True,,True,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
767315692742097563,https://www.airbnb.com.vn/rooms/767315692742097563,"3,8",Thành phố Vinh,5,18.67650505805822,105.69573394954205,REGULAR,,"Sao Mai hotel. Khách sạn bình dân, giá cả hợp lý.",private_room,5,False,,/ đêm,318.388,₫318.388,2.0,,True,,True,,,True,True,False,False,True,,,,,,,,,,,,,,,,True,,,,,True,,,
9818076,https://www.airbnb.com.vn/rooms/9818076,"4,71",Nghi Văn,30,18.86253,105.50375,REGULAR,,Sống cùng gia đình bản xứ tại làng nhỏ 1,entire_home,7,False,,/ đêm,243.559,₫243.559,3.0,True,True,,True,True,True,,,False,False,True,,,,,,,,,,True,,True,,,,,,,,,,,,
634965486242717186,https://www.airbnb.com.vn/rooms/634965486242717186,,Thị xã Cửa Lò,12,18.795233,105.728004,REGULAR,,Happy home 44 Cửa Lò,entire_home,,False,,/ đêm,844.471,₫844.471,4.0,True,True,,True,True,,True,,False,,,,,,,,,,True,,,True,True,,,,,,,,,True,,,
876397186593504564,https://www.airbnb.com.vn/rooms/876397186593504564,,Cửa Lò,10,18.789563858711766,105.72615522891283,REGULAR,,cửa lò Beach Vila 1,entire_home,,False,,/ đêm,,,11.0,True,True,True,True,,,True,True,False,,True,,,,,,,,True,,,,,,,,,,,,,,,,
40456443,https://www.airbnb.com.vn/rooms/40456443,,Thành phố Hà Tĩnh,1,18.38938,105.83304,REGULAR,,Nhà Kaizen,private_room,,False,,/ đêm,321.187,₫321.187,4.0,True,True,,True,True,,,,False,False,True,False,False,,,False,,,,,,,,,,,,,,True,,,,,
17823153,https://www.airbnb.com.vn/rooms/17823153,,Nghi Lộc,30,18.8139,105.56257,REGULAR,,Gia đình bản xứ tại địa phương 3,private_room,1,False,,/ đêm,267.664,₫267.664,2.0,True,True,,,,,True,,False,False,True,False,True,,,False,,,,,,,True,,,7,,,True,True,,,,,
35582861,https://www.airbnb.com.vn/rooms/35582861,,Thành phố Hà Tĩnh,10,18.34409,105.90518,REGULAR,,cho thue nha 6-8 nguyen thiep,entire_home,,False,,/ đêm,2.863,₫2.863.943,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
44541525,https://www.airbnb.com.vn/rooms/44541525,,Thành phố Hà Tĩnh,9,18.33586,105.89977,REGULAR,,Phòng ngủ riêng biệt Hà Tĩnh,shared_room,,False,,/ đêm,1.659,₫1.659.457,4.0,,True,,,,,True,,False,False,True,,,,,,,,,,,,,True,,,,,,,,,,,
23877271,https://www.airbnb.com.vn/rooms/23877271,"5,0",Thành phố Hà Tĩnh,6,18.33427,105.90065,REGULAR,,Hải Vũ Quiet Studio,private_room,6,False,,/ đêm,635.686,₫635.686,2.0,,True,,,,,True,,False,,True,False,True,,,False,,,,,,True,,,,5,,,,,,,,,
21957835,https://www.airbnb.com.vn/rooms/21957835,,Thành phố Hà Tĩnh,8,18.34683,105.88086,REGULAR,,căn góc 2PN view hồ bơi và Nguyễn Hữu Thọ,private_room,,False,,/ đêm,2.810,₫2.810.426,3.0,True,True,,True,True,True,,,,,True,False,False,,,False,,,,,True,,True,,,,,,True,,,,,,
21032874,https://www.airbnb.com.vn/rooms/21032874,,Thành phố Hà Tĩnh,9,18.33653,105.89136,REGULAR,,Nhà ở Le Duan st,entire_home,,False,,/ đêm,,,5.0,True,True,,True,True,,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
858394784327122173,https://www.airbnb.com.vn/rooms/858394784327122173,,Thị xã Cửa Lò,6,18.80674,105.72232,REPRESENTATIVE,,Phòng 2 giường đơn - Khách sạn AI Cua Lò 1986,private_room,,False,,/ đêm,,,2.0,,True,True,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
21650682,https://www.airbnb.com.vn/rooms/21650682,,,9,18.28858,105.68558,REGULAR,,cho thue phong,entire_home,,False,,/ đêm,2.810,₫2.810.419,2.0,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
18921538,https://www.airbnb.com.vn/rooms/18921538,,Thị xã Cửa Lò,9,18.80077,105.72736,REGULAR,,PHÒNG STUDIO 1,private_room,,False,,/ đêm,1.882,₫1.882.942,4.0,,True,,True,,,True,,False,False,True,,,True,,,,,,,,True,,True,,,,,,,,,,,
34158731,https://www.airbnb.com.vn/rooms/34158731,,Thành phố Hà Tĩnh,10,18.3527,105.90139,REGULAR,,cho thue nha 390-422 dt9 thach quy,entire_home,,False,,/ đêm,2.810,₫2.810.419,4.0,True,True,,True,True,,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
34102386,https://www.airbnb.com.vn/rooms/34102386,,Thành phố Hà Tĩnh,10,18.35408,105.89869,REGULAR,,cho thue nha 305 nguyen cong tru ha tinh,entire_home,,False,,/ đêm,2.810,₫2.810.419,4.0,True,True,,True,True,,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
34091877,https://www.airbnb.com.vn/rooms/34091877,,Thành phố Hà Tĩnh,10,18.34459,105.89515,REGULAR,,cho thue nha 73-71 hai thuong lan ong ha tinh,entire_home,,False,,/ đêm,2.890,₫2.890.727,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
50664832,https://www.airbnb.com.vn/rooms/50664832,,Thành phố Vinh,5,18.67214,105.68806,REGULAR,,Căn hộ đáng yêu tại tp Vinh,shared_room,,False,,/ đêm,262.756,₫262.756,1.0,True,True,,True,,,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
34656000,https://www.airbnb.com.vn/rooms/34656000,,Thạch Hà,11,18.32204,105.78728,REGULAR,,Ngôi nhà tuyệt vời cho thuê và sống cùng gia đình bản xứ,entire_home,,False,,/ đêm,655.756,₫655.756,2.0,True,True,,True,,True,True,True,False,,True,,,,,,,,,,,,,True,,,,,,True,,,,,
49471134,https://www.airbnb.com.vn/rooms/49471134,,Thị xã Cửa Lò,12,18.8028,105.72274,REGULAR,,Cửa Lò biển nhớ,private_room,,False,,/ đêm,1.016,₫1.016.788,4.0,,True,True,,,,True,,False,,True,,,,,,True,,,,True,,True,True,,,,,,,,,,True,
817135928769977753,https://www.airbnb.com.vn/rooms/817135928769977753,,Quận 5,13,18.75707,105.29537,REGULAR,,CĂN HỘ đầy đủ/yên tĩnh/sạch sẽ ở Quận 5,entire_home,,False,,/ đêm,749.547,₫749.547,2.0,True,True,True,True,True,,True,True,False,,True,,,,,,,,,,,,,,,,,,,,,,,,
34424210,https://www.airbnb.com.vn/rooms/34424210,,Thành phố Hà Tĩnh,10,18.34981,105.90229,REGULAR,,cho the nha 276-298 nguyen cong tru,entire_home,,False,,/ đêm,2.837,₫2.837.164,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
22218356,https://www.airbnb.com.vn/rooms/22218356,,Thành phố Hà Tĩnh,8,18.34518,105.90485,REGULAR,,"Căn hộ đầy đủ tiện nghỉ, tủ điều hòa, nóng lạnh",entire_home,,False,,/ đêm,2.810,₫2.810.404,3.0,True,True,,,True,True,True,,False,,True,,,,,,,,,,True,True,True,,,,,,,,,,,,
34102968,https://www.airbnb.com.vn/rooms/34102968,,,14,18.80486,105.72438,REGULAR,,Căn hộ khách sạn Mường Thanh,entire_home,,False,,/ đêm,,,4.0,,True,,,,,True,,False,,True,,,True,,,,,,,,True,,True,,,,,,,,,,,
33644221,https://www.airbnb.com.vn/rooms/33644221,,Thị xã Cửa Lò,16,18.79577,105.72785,REGULAR,,Gia đình bản xứ đầy nắng,entire_home,,False,,/ đêm,1.084,₫1.084.118,4.0,True,True,,True,,,True,,False,False,True,,,,,,,,,,True,True,True,,,,,,,,,,,,
33982487,https://www.airbnb.com.vn/rooms/33982487,,Thành phố Hà Tĩnh,10,18.34829,105.89739,REGULAR,,cho thue nha 261-251 nguyen du bac ha ha tinh,entire_home,,False,,/ đêm,2.837,₫2.837.164,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
835080882542147303,https://www.airbnb.com.vn/rooms/835080882542147303,,Thành phố Vinh,7,18.6819003,105.6956798,REGULAR,,Ngôi nhà thân yêu,private_room,,False,,/ đêm,434.469,₫434.469,6.0,True,True,True,True,True,,,True,False,,True,False,False,True,,False,,,,,,,,,,,,,,,,,,,
34188622,https://www.airbnb.com.vn/rooms/34188622,,Thành phố Hà Tĩnh,10,18.34894,105.89619,REGULAR,,cho thue nha 172-190 nguyen du,entire_home,,False,,/ đêm,2.890,₫2.890.707,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
34852820,https://www.airbnb.com.vn/rooms/34852820,,Hà Tĩnh,10,18.34038,105.88819,REGULAR,,cho thue nha 2-10 nguyen du,entire_home,,False,,/ đêm,2.837,₫2.837.164,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
24047624,https://www.airbnb.com.vn/rooms/24047624,,Thành phố Hà Tĩnh,13,18.33235,105.90905,REGULAR,,Nhà xoài,private_room,,False,,/ đêm,580.491,₫580.491,1.0,True,True,,True,True,,True,,False,False,,False,False,,,,,,,True,True,,True,,,,,,,,,,,,
22972545,https://www.airbnb.com.vn/rooms/22972545,,Thị xã Cửa Lò,9,18.7973,105.7288,REGULAR,,Một căn hộ đẹp hướng ra biển,entire_home,,False,,/ đêm,1.290,₫1.290.048,4.0,True,True,,True,True,True,True,,False,,True,,,True,,,,,,,,True,,,,,,,,,,,,,
34257970,https://www.airbnb.com.vn/rooms/34257970,,Thành phố Vinh,10,18.6786,105.67896,REGULAR,,cho thue nha 17-11 kim dong,entire_home,,False,,/ đêm,267.664,₫267.664,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
34374555,https://www.airbnb.com.vn/rooms/34374555,,Thành phố Vinh,10,18.69113,105.65707,REGULAR,,cho thue nha 210-222 nguyen truong to,entire_home,,False,,/ đêm,267.664,₫267.664,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
37268377,https://www.airbnb.com.vn/rooms/37268377,,Thị xã Hồng Lĩnh,9,18.54596,105.65659,REGULAR,,Căn hộ để tận hưởng kì du lịch cùng gia đình,entire_home,,False,,/ đêm,669.159,₫669.159,2.0,True,True,,True,True,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,,,,True,,
21718921,https://www.airbnb.com.vn/rooms/21718921,,,8,18.29825,105.67306,REGULAR,,Phòng đẹp sẵn vào ở,entire_home,,False,,/ đêm,2.810,₫2.810.426,2.0,True,True,,True,True,,,,False,False,True,,,True,,,,,,,True,True,,,,,,,,,,,,,
43377789,https://www.airbnb.com.vn/rooms/43377789,,Thành phố Vinh,7,18.68696,105.68826,REGULAR,,Nhà nhỏ - Căn hộ nhìn ra phố,entire_home,,False,,/ đêm,399.412,₫399.412,2.0,True,True,,True,True,,,,False,False,True,,,,,,,,,,True,,True,,True,,,,,,,,,,
47365088,https://www.airbnb.com.vn/rooms/47365088,,Thành phố Vinh,9,18.68672,105.6884,REGULAR,,Mini House - Apartment with Balcony,entire_home,,False,,/ đêm,399.412,₫399.412,2.0,True,True,True,True,,,,,False,False,True,,,,,,,,,,,True,True,,True,,,,,,,,,,
29283901,https://www.airbnb.com.vn/rooms/29283901,,Thành phố Hà Tĩnh,9,18.32825,105.88152,REGULAR,,Căn hộ cao cấp cho thuê tại Vinhomes New Center,entire_home,,False,,/ đêm,911.800,₫911.800,4.0,True,True,True,True,True,True,,,,,True,,,True,,,,,,,,True,,,,,,,,,True,,,,
21599238,https://www.airbnb.com.vn/rooms/21599238,,Đức Dũng,9,18.46049,105.63154,REGULAR,,Đào Đạt Nằm cách Hà Tĩnh khoảng cách đi bộ,entire_home,,False,,/ đêm,936.822,₫936.822,2.0,True,True,,True,True,True,True,,,,True,,,True,,,,,,,True,True,,,,,,,,,,,,,
40715227,https://www.airbnb.com.vn/rooms/40715227,,Hà tĩnh,8,18.1781,105.71758,REGULAR,,Ngôi nhà sg đáng yêu và ấm cúng này,entire_home,,False,,/ đêm,925.449,₫925.449,7.0,True,True,,,True,,True,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
24234007,https://www.airbnb.com.vn/rooms/24234007,,Hưng Nguyên,8,18.6225,105.61675,REGULAR,,"Hưng Nguyên , Nghệ An . Nhà trọ cho 6 khách.",entire_home,,False,,/ đêm,457.699,₫457.699,1.0,True,True,,True,,True,True,,False,,True,,,,,,,,,,,,,,,,,,,,,,,,
23823493,https://www.airbnb.com.vn/rooms/23823493,"5,0",Thành phố Vinh,5,18.68554,105.67605,REGULAR,,Phòng tiện nghi Tecco,private_room,7,False,,/ đêm,2.034,₫2.034.213,2.0,,True,,True,,,True,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
35784203,https://www.airbnb.com.vn/rooms/35784203,,Thành phố Vinh,6,18.68237,105.68951,REGULAR,,nghe an chao don quy khach,private_room,,False,,/ đêm,427.941,₫427.941,1.0,,True,,True,,True,True,,False,False,True,False,False,,,False,,,,,,,,,,,,,,,,,,,
29283478,https://www.airbnb.com.vn/rooms/29283478,,,5,18.33647,105.89141,REGULAR,,Vinhome city New Center Hà Tĩnh,entire_home,,False,,/ đêm,1.369,₫1.369.412,4.0,,True,,,True,True,True,,,,True,,,True,,,,,,,True,True,,True,,,,,,,,,True,,
22572482,https://www.airbnb.com.vn/rooms/22572482,,Tràng Sơn,13,18.92844,105.30491,REGULAR,,Sống cùng gia đình bản xứ Ngọc xinh đẹp đầy đủ cho du lịch,entire_home,,False,,/ đêm,1.445,₫1.445.364,8.0,True,True,,True,True,,,,False,False,True,,,True,,,,,,,True,True,,,,,,,,,,,,,
22068284,https://www.airbnb.com.vn/rooms/22068284,,,9,18.99545,105.4624,REGULAR,,Thời gian ở nhà - Bằng Cường - Vị trí tốt nhất cho khách,entire_home,,False,,/ đêm,2.810,₫2.810.426,14.0,True,True,,True,True,True,True,,,,True,,,True,,,,,,,True,True,,,,,,,,,,,,,
41569531,https://www.airbnb.com.vn/rooms/41569531,,Thành phố Vinh,9,18.64923,105.66789,REGULAR,,"Ngôi nhà khá nhỏ ở Hưng Nguyên, Nghệ An",entire_home,,False,,/ đêm,588.843,₫588.843,5.0,True,True,,True,True,,True,True,,,True,,,,,,,,,,True,,,True,,,,,,,,,,,
22069065,https://www.airbnb.com.vn/rooms/22069065,,,6,18.29466,105.67476,REGULAR,,Căn hộ dịch vụ tầng trệt rộng 40m cho thuê.,entire_home,,False,,/ đêm,2.738,₫2.738.825,6.0,True,True,,,True,True,,,False,,True,,,True,,,,,,,True,True,True,,,,,,,,,,,,
35655617,https://www.airbnb.com.vn/rooms/35655617,,Thành phố Vinh,10,18.65257,105.7011,REGULAR,,cho thue nha 100 nguyen du,entire_home,,False,,/ đêm,2.863,₫2.863.943,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
34825813,https://www.airbnb.com.vn/rooms/34825813,,Thành phố Hà Tĩnh,10,18.34757,105.90862,REGULAR,,cho thue nha 369 hai thuong lan ong,entire_home,,False,,/ đêm,2.863,₫2.863.958,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
25359487,https://www.airbnb.com.vn/rooms/25359487,,Nghi Lộc,7,18.79914,105.66852,REGULAR,,"Mở bán Nghi Lộc, Nhà leo núi Nghệ An",entire_home,,False,,/ đêm,1.296,₫1.296.803,7.0,,,,,,,,,False,False,,,,,,,,,,,,,True,,,,,,,,,,,,
35617830,https://www.airbnb.com.vn/rooms/35617830,,Thành phố Vinh,10,18.679,105.70274,REGULAR,,cho thue nha 10-14 phung khac khoan,entire_home,,False,,/ đêm,2.837,₫2.837.157,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
21984678,https://www.airbnb.com.vn/rooms/21984678,,Mỹ Sơn,10,18.81743,105.39955,REGULAR,,Công Hoàng Homestay in Nghệ An,entire_home,,False,,/ đêm,1.391,₫1.391.840,8.0,True,True,,True,True,True,True,,,,True,,,,,,,,,,True,True,True,,,,,,,,,,,,
24996054,https://www.airbnb.com.vn/rooms/24996054,,Thạch Hà,5,18.32614,105.87811,REGULAR,,Căn hộ vị trí đắc địa Hà Tĩnh,entire_home,,False,,/ đêm,2.258,₫2.258.775,4.0,True,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
24815721,https://www.airbnb.com.vn/rooms/24815721,,Thành phố Vinh,9,18.67775,105.67385,REGULAR,,38 CH Nguyen Thai Binh 616,entire_home,,False,,/ đêm,2.141,₫2.141.267,4.0,True,True,,True,True,True,,,False,False,True,,,,,,,,,,,True,True,,,,,,,,,,,,
24233881,https://www.airbnb.com.vn/rooms/24233881,,Thị xã Hồng Lĩnh,8,18.55665,105.67172,REGULAR,,Chung cư Greenhill 1 giường Hồng Lĩnh,private_room,,False,,/ đêm,669.159,₫669.159,3.0,True,True,,True,True,,True,,,,True,False,False,True,,,,,,True,,True,,,,,,,,,,,,,
19059452,https://www.airbnb.com.vn/rooms/19059452,,Thị xã Hồng Lĩnh,7,18.54083,105.70833,REGULAR,,Homey in Ha Tinh - Thanh Huy,entire_home,,False,,/ đêm,669.159,₫669.159,6.0,True,True,,True,True,True,True,,,,True,,,,,,,,,,,True,,True,,,,,,,,,True,,
25432671,https://www.airbnb.com.vn/rooms/25432671,,Đức Thọ,7,18.51546,105.64915,REGULAR,,Hà Tĩnh  WEST-SEPERATE LOCKABLE SUITE,entire_home,,False,,/ đêm,936.822,₫936.822,4.0,True,True,,True,,True,True,,False,,True,,,,,,,,,,,,True,,,,,,,,,,,,
36886001,https://www.airbnb.com.vn/rooms/36886001,,Thị xã Cửa Lò,4,18.79445,105.72871,REGULAR,,1br - căn hộ loc chau @ cua lo sea beach,entire_home,,False,,/ đêm,912.942,₫912.942,2.0,True,True,,True,True,,True,,False,,True,,,,,,,,,,,True,,True,,,,,,,,,,,
34422969,https://www.airbnb.com.vn/rooms/34422969,,Thành phố Vinh,10,18.67617,105.67652,REGULAR,,cho thue nha 31-3 duong le hong phong,entire_home,,False,,/ đêm,2.034,₫2.034.213,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
35511206,https://www.airbnb.com.vn/rooms/35511206,,Thành phố Vinh,10,18.70768,105.71056,REGULAR,,cho thue nha 450 le viet thuat,entire_home,,False,,/ đêm,2.863,₫2.863.943,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
33859530,https://www.airbnb.com.vn/rooms/33859530,,Thành phố Vinh,10,18.68637,105.68342,REGULAR,,Cho thue nha 89-75 phung chi kien nghe an,entire_home,,False,,/ đêm,2.810,₫2.810.426,4.0,True,True,,True,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
601694004871492841,https://www.airbnb.com.vn/rooms/601694004871492841,"3,67",Thành phố Vinh,8,18.66797,105.67372,REGULAR,,Chia sẻ một ngôi nhà có phòng ngủ đáng yêu với chỗ đỗ xe miễn phí,private_room,3,False,,/ đêm,658.416,₫658.416,2.0,True,True,True,True,True,,,,False,,True,False,True,,,False,,,,,,True,,,True,1,,,,,,,,,
36403720,https://www.airbnb.com.vn/rooms/36403720,,Thành phố Vinh,10,18.69767,105.68544,REGULAR,,cho thue nha 100-102 pham dinh toai,entire_home,,False,,/ đêm,2.837,₫2.837.157,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
34821695,https://www.airbnb.com.vn/rooms/34821695,,Thành phố Vinh,10,18.71837,105.67314,REGULAR,,cho thue nha 414 xo viet nghe tinh,entire_home,,False,,/ đêm,2.890,₫2.890.727,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
34190333,https://www.airbnb.com.vn/rooms/34190333,,Thành phố Vinh,10,18.68216,105.66534,REGULAR,,cho thue nha 117 truong chinh,entire_home,,False,,/ đêm,2.837,₫2.837.164,4.0,True,True,,,True,True,,,False,False,True,,,True,,,,,,,,,True,,,,,,,,,,,,
35436845,https://www.airbnb.com.vn/rooms/35436845,,Thành phố Vinh,10,18.67685,105.68122,REGULAR,,cho thue nha 34 nguyen sy sach,entire_home,,False,,/ đêm,2.863,₫2.863.943,1.0,True,True,,True,,,,,False,False,True,,,,,,,,,,,,True,,,,,,,,,,,,
