room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_VIEW_CITY,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_SURVEILLANCE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_LOCK_ON_DOOR,SYSTEM_WORKSPACE,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_FLOWER,SYSTEM_ELEVATOR,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_SMOKING_ALLOWED,SYSTEM_CALENDAR,SYSTEM_VIEW_OCEAN,SYSTEM_PATIO_BALCONY,SYSTEM_BREAKFAST,SYSTEM_JACUZZI,SYSTEM_POOL,SYSTEM_REFRIGERATOR,SYSTEM_TOYS,SYSTEM_FIREPLACE,SYSTEM_BEACH,SYSTEM_EV_CHARGER,SYSTEM_BATHTUB,SYSTEM_GYM
626965726587648004,https://www.airbnb.com.vn/rooms/626965726587648004,"5,0",Thành phố Cao Bằng,30,22.669111,106.256859,REGULAR,,Chỗ ở của Lan - Chỗ ở xa nhà,private_room,3,False,True,10,False,,/ đêm,479.294,₫479.294,4.0,True,True,True,True,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,
21929066,https://www.airbnb.com.vn/rooms/21929066,"5,0",Thành phố Cao Bằng,24,22.65989,106.26373,REGULAR,,Sống cùng gia đình bản xứ sinh thái CaoBang - Phòng đôi King,private_room,28,False,True,5,False,,/ đêm,393.377,₫393.377,2.0,,,True,True,True,,,,False,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
783030410697766264,https://www.airbnb.com.vn/rooms/783030410697766264,,Thành phố Cao Bằng,16,22.65896,106.26515,REGULAR,,Mỡ homestay Cao Bằng - Phòng cho cặp đôi,private_room,,False,True,,False,,/ đêm,456.471,₫456.471,2.0,,,True,True,True,,True,,False,False,True,True,,,,True,True,,,,,,,,,,,,,,,,,
46349429,https://www.airbnb.com.vn/rooms/46349429,"5,0",Kim Cúc,18,22.87634,105.69513,REGULAR,,phòng homestay với tầm nhìn ra núi và ban công,private_room,23,,,,False,,/ đêm,473.588,₫473.588,4.0,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
829212510143788747,https://www.airbnb.com.vn/rooms/829212510143788747,,Thành phố Cao Bằng,21,22.6634,106.25658,REGULAR,,Phòng ngủ đôi Khách sạn Bao Ngọc Diamond (Giường Queen),private_room,,,,,False,,/ đêm,456.471,₫456.471,2.0,,,,True,True,True,True,,False,False,,,,,,True,,True,True,True,,,,,,,,,,,,,,
744791341554414240,https://www.airbnb.com.vn/rooms/744791341554414240,,Thành phố Cao Bằng,21,22.66931,106.26024,REGULAR,,gorgeous 1 and 2 bedroom,private_room,,,,,False,,/ đêm,,,8.0,,,True,True,True,True,True,,False,False,,,,,,True,,,,,,,,,,,,,,,,,,
842128968989941953,https://www.airbnb.com.vn/rooms/842128968989941953,,Thành phố Cao Bằng,5,22.66814,106.25667,REGULAR,,Kha Bản Homestay,private_room,,False,True,,False,,/ đêm,342.353,₫342.353,16.0,,,True,True,True,True,True,False,False,False,,True,,True,,,,,,,,,,,,,,,,,,,,
43481335,https://www.airbnb.com.vn/rooms/43481335,,Thành phố Cao Bằng,30,22.66736,106.25537,REGULAR,,"Trung tâm thành Phố, mặt phố, view sông...",private_room,,,,,False,,/ đêm,,,16.0,,,,True,,True,,,False,,,,,,,True,,,,True,True,,,,,,,,,,,,,
698441158067913116,https://www.airbnb.com.vn/rooms/698441158067913116,,Thành phố Cao Bằng,23,22.66839,106.25631,REGULAR,,"Không gian rộng rãi, chủ nhà thân thiện",shared_room,,,,,False,,/ đêm,267.093,₫267.093,2.0,,,True,True,True,,True,,False,False,,,,,,True,,,,,,,,,,,,,,,,,,
42568550,https://www.airbnb.com.vn/rooms/42568550,,Thành phố Cao Bằng,23,22.66379,106.25748,REGULAR,,Phòng ba Bảo Ngọc Diamond Hotel Cao Bằng,private_room,,,,,False,,/ đêm,661.883,₫661.883,3.0,,,,True,True,True,,,False,,,,,,,True,,True,True,True,,True,,,,,,,,,,,,
14972057,https://www.airbnb.com.vn/rooms/14972057,"4,78",Nam Mẫu,16,22.39128,105.63252,REGULAR,,Gia đình bản xứ Minh Quang - Phòng riêng thanh thản,private_room,65,True,True,7,False,,/ đêm,268.177,₫268.177,2.0,,,,True,True,,,False,,,,,True,True,,,,,,,True,,True,True,True,,,,,,,,,
46349100,https://www.airbnb.com.vn/rooms/46349100,"5,0",Kim Cúc,15,22.8767,105.69568,REGULAR,,Sống cùng gia đình bản xứ ở làng dân tộc thiểu số,private_room,7,,,,False,,/ đêm,399.412,₫399.412,2.0,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
668434366579593146,https://www.airbnb.com.vn/rooms/668434366579593146,,Thành phố Cao Bằng,5,22.67531565685478,106.25103767928464,REGULAR,,Homestay Gia Bảo - phòng riêng đôi,private_room,,False,False,,False,,/ đêm,399.412,₫399.412,2.0,,,True,True,True,,True,False,False,False,,True,,,,,True,,,,,,,,,,,,,,,,,
668533559421612434,https://www.airbnb.com.vn/rooms/668533559421612434,,Thành phố Cao Bằng,15,22.675270514903193,106.25115453985782,REGULAR,,Gia Bảo homestay - phòng gia đình,private_room,,False,False,,False,,/ đêm,513.530,₫513.530,4.0,,,True,True,True,,True,False,False,False,,True,True,,,,,,,,,,,,,True,,,,,,,,
884496108338127491,https://www.airbnb.com.vn/rooms/884496108338127491,,Gia Lâm,7,22.72287,106.14945,REGULAR,,Căn hộ Oceanpark,entire_home,,,,,False,,/ đêm,1.150,₫1.150.855,1.0,,,True,True,True,True,True,,False,False,,True,,True,,,,,,,,,,,,,True,,,,,,,
719133572432545035,https://www.airbnb.com.vn/rooms/719133572432545035,,Thành phố Cao Bằng,5,22.660122178179535,106.25984743237495,REGULAR,,Nhà Nghỉ Hồng Thu - Phố đi bộ Kim Đồng,private_room,,,,,False,,/ đêm,342.353,₫342.353,2.0,,,,True,True,True,True,,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,
44419461,https://www.airbnb.com.vn/rooms/44419461,"5,0",Ba Bể,30,22.39028,105.63467,REGULAR,,Hồ Ba Be nhà riêng có nơi ngắm phong cảnh,shared_room,8,,,,False,,/ đêm,,,15.0,,,True,True,True,,,,False,False,,True,True,,,,True,,,,,,True,,,,,,,,,,,
848993664752189656,https://www.airbnb.com.vn/rooms/848993664752189656,,Thành phố Cao Bằng,23,22.66588295261795,106.25645570978696,REPRESENTATIVE,,La Maison Boutique Hotel - SDB,private_room,,,,,False,,/ đêm,1.270,₫1.270.000,2.0,,,,True,True,True,True,,,,,True,,,,True,,,,,,,,True,,,,True,,,,,,
23413963,https://www.airbnb.com.vn/rooms/23413963,"4,74",,20,22.65913,106.26279,REGULAR,,Sống cùng gia đình bản xứ tại Cao Bằng Eco - phòng đôi Queen bed size,private_room,23,False,True,5,False,,/ đêm,285.294,₫285.294,2.0,,,True,True,True,,,False,False,False,,True,True,True,True,,,,,,,,,,,,,,,,,,,
42659638,https://www.airbnb.com.vn/rooms/42659638,,Thành phố Cao Bằng,21,22.66373,106.25754,REGULAR,,Phòng giường đôi Khách sạn Bao Ngọc Diamond (Giường Queen),private_room,,,,,False,,/ đêm,456.471,₫456.471,2.0,,,True,True,True,True,,,False,False,,,,,,True,,True,True,,,,,True,,,,,,,,,,
741520301419595599,https://www.airbnb.com.vn/rooms/741520301419595599,,Cao Bằng,21,22.6590794074411,106.26346039001733,REGULAR,,2 phòng ngủ đáng yêu với rất nhiều tiện ích,private_room,,,,,False,,/ đêm,1.711,₫1.711.766,8.0,,,True,True,True,True,True,,False,False,,,,,,True,,,,,,,,,,,,,,,,,,
35727901,https://www.airbnb.com.vn/rooms/35727901,,Thành phố Cao Bằng,13,22.66798,106.25852,REGULAR,,Thanh niên sống cùng gia đình bản xứ Cao Bằng - Phòng đơn,private_room,1,False,False,4,False,,/ đêm,264.753,₫264.753,1.0,,,True,True,True,,,False,,,,,True,,,True,,,True,True,,,,,True,,,True,,,,,,
37790408,https://www.airbnb.com.vn/rooms/37790408,"5,0",Nam Mau commune,14,22.39972,105.61094,REGULAR,,Phòng gia đình mới nhìn ra sân thượng xanh,private_room,5,True,True,7,False,,/ đêm,365.177,₫365.177,4.0,,,,True,True,,,False,False,False,,,True,True,,True,,,,,,,True,True,,,,,,,,,,
741664326483756366,https://www.airbnb.com.vn/rooms/741664326483756366,,崇左市,29,22.85165,106.72501,REGULAR,,Khách sạ c.,private_room,,,,,False,,/ đêm,433.647,₫433.647,16.0,,True,True,True,True,True,True,,False,False,,True,,,,,True,,,,,,,,,,,,,,,,,
40466011,https://www.airbnb.com.vn/rooms/40466011,"4,0",Thành phố Cao Bằng,30,22.66849,106.25287,REGULAR,,Nhà/phòng cho thuê số 1 Voice Forest,private_room,4,False,True,3,False,,/ đêm,347.972,₫347.972,2.0,,,True,True,True,,,,False,False,True,,,True,,True,,,,,,,,,,,,,,,,,,
24900539,https://www.airbnb.com.vn/rooms/24900539,"4,67",Trùng Khánh District,26,22.8546,106.70106,REGULAR,,Yến homestay Ban Gioc (nhà truyền thống),shared_room,3,,,,False,,/ đêm,286.070,₫286.070,5.0,,,True,True,True,True,,,False,,,,True,True,,True,True,,,,,,,True,,,,,,,,,,
604453363479062692,https://www.airbnb.com.vn/rooms/604453363479062692,,Trùng Khánh District,12,22.8572101,106.6675757,REGULAR,,Lan's Homestay - Nhà đá,entire_home,,,,,False,,/ đêm,,,12.0,,,,True,True,,True,,False,False,,True,True,,,,,,,,True,,,,,,,True,True,,,,,
40696350,https://www.airbnb.com.vn/rooms/40696350,,Cao Bằng,16,22.66386,106.23162,REGULAR,,Nhà/phòng cho thuê số 3 Voice Forest,shared_room,,,,,False,,/ đêm,267.664,₫267.664,4.0,,,True,True,True,,,,False,False,,,,True,,True,,,,,,,,,,,,,,,,,,
24701539,https://www.airbnb.com.vn/rooms/24701539,,Thành phố Cao Bằng,10,22.66609,106.25683,REGULAR,,230 Ly Tu Trong Phuong Ben Thanh 146,private_room,,False,False,,False,,/ đêm,267.656,₫267.656,15.0,,,True,True,True,True,,False,False,False,,,True,,,,,True,,,,,,,,,True,,,,,,,
44599123,https://www.airbnb.com.vn/rooms/44599123,,Thành phố Cao Bằng,6,22.66204,106.26004,REGULAR,,83 Aparment Cam,entire_home,,,,,False,,/ đêm,535.327,₫535.327,4.0,,,True,True,True,True,,,,,,,,True,True,,,,,True,,,,,,True,,,,True,,,,
40696727,https://www.airbnb.com.vn/rooms/40696727,,Cao Bằng,16,22.66289,106.23118,REGULAR,,Nhà/phòng cho thuê #4 Voice Forest,shared_room,,,,,False,,/ đêm,267.664,₫267.664,10.0,,,True,True,True,,,,False,False,,,,True,,True,,,,,,,,,,,,,,,,,,
40696082,https://www.airbnb.com.vn/rooms/40696082,,Cao Bằng,9,22.66347,106.23274,REGULAR,,Nhà/phòng cho thuê số 2 Dự báo bằng giọng nói,private_room,,False,True,,False,,/ đêm,347.972,₫347.972,2.0,,,,True,True,,,,False,False,True,,,True,,True,,,,,,,,,,,,,,,,,,
719140019569360577,https://www.airbnb.com.vn/rooms/719140019569360577,,Thành phố Cao Bằng,14,22.6613,106.26062,REGULAR,,Nhà Nghỉ Hồng Thu trung tâm thành phố Cao Bằng.,private_room,,,,,False,,/ đêm,342.353,₫342.353,2.0,,,,True,True,True,True,,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,
848999028830634452,https://www.airbnb.com.vn/rooms/848999028830634452,,Thành phố Cao Bằng,30,22.66588295261795,106.25655763372953,REPRESENTATIVE,,La Maison Boutique Hotel - SDRK,private_room,,,,,False,,/ đêm,1.329,₫1.329.000,2.0,,,,True,True,True,True,,,,,,,,,True,,,,,,,,,,True,,True,,,,,,
830682046625651596,https://www.airbnb.com.vn/rooms/830682046625651596,,Bảo Lạc,14,22.94267,105.68155,REGULAR,,Sunny Bao Lac Homestay,private_room,,True,True,,False,,/ đêm,456.471,₫456.471,2.0,,,,True,True,True,True,False,False,False,,True,,,,True,,,,,,,,True,,,,,,,,,,
