room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_FLOWER,SYSTEM_HAIRDRYER,SYSTEM_MICROWAVE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_COOKING_BASICS,SYSTEM_WORKSPACE,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_SURVEILLANCE,SYSTEM_LOCK_ON_DOOR,SYSTEM_BATHTUB,SYSTEM_VIEW_OCEAN,SYSTEM_JACUZZI,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_FIREPLACE,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_REFRIGERATOR,SYSTEM_FIREPIT,SYSTEM_BEACH,SYSTEM_DRYER,SYSTEM_TOYS,SYSTEM_CALENDAR,SYSTEM_POOL,SYSTEM_ELEVATOR,SYSTEM_CRIB,SYSTEM_HIGH_CHAIR,SYSTEM_GYM
22491088,https://www.airbnb.com.vn/rooms/22491088,"5,0",Châu Thành,20,10.31041,106.33204,REPRESENTATIVE,,Tầm nhìn ra Bungalow Pond,private_room,8,,,,False,,/ đêm,527.700,₫527.700,2,True,True,True,True,True,,,False,,True,True,,,,,,,,,,,,,True,,,,True,,,,,,,
39975643,https://www.airbnb.com.vn/rooms/39975643,"4,82",Đông Hòa Hiệp,30,10.33366,106.0402,REGULAR,,Sống cùng gia đình bản xứ Thu Huỳnh - Cái Bè,private_room,17,,,,False,,/ đêm,347.972,₫347.972,9,True,True,True,True,,,,False,False,,,True,,,,,,,,True,True,,,,,,,True,,,,,,,
847446154217661686,https://www.airbnb.com.vn/rooms/847446154217661686,,Càng Long,19,9.995312246619639,106.24123013873331,REGULAR,,Nhà riêng ven sông - Mekong,entire_home,,,,,False,,/ đêm,2.054,₫2.054.119,6,True,,,,,,,False,False,True,True,True,,,,,,,,True,True,,,,,,,,,,,,,,
34833660,https://www.airbnb.com.vn/rooms/34833660,"4,67",Mỹ Tho,30,10.33374,106.32848,REGULAR,,Sống cùng gia đình bản xứ Ve Nha Chu,private_room,3,False,False,4,False,,/ đêm,345.741,₫345.741,12,True,,,,,,False,False,False,True,True,,True,,,,,,,,True,,,True,,,,,,,,,,,
14985993,https://www.airbnb.com.vn/rooms/14985993,"4,73",,30,10.04883,106.58271,REGULAR,,Sống cùng gia đình bản xứ Ba Tri - Sống cùng gia đình bản xứ trong mơ tuyệt vời,private_room,41,False,True,6,False,,/ đêm,342.353,₫342.353,2,True,True,True,,,,,False,False,True,True,,,,,True,,,,True,True,,,,,,,,,,,,,,
22472346,https://www.airbnb.com.vn/rooms/22472346,"4,31",,19,10.33767,106.03163,REGULAR,,Nhien Duy Bungalow,entire_home,13,,,,False,,/ đêm,,,3,True,True,True,,,,,False,False,True,,True,,,,,,,True,,,,True,,,,,,,,,,,,
37232802,https://www.airbnb.com.vn/rooms/37232802,,Châu Thành,30,10.30972,106.33289,REGULAR,,Hướng nhìn ra vườn có điều hòa,private_room,2,False,True,5,False,,/ đêm,640.200,₫640.200,4,True,True,True,True,True,True,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
27858454,https://www.airbnb.com.vn/rooms/27858454,"4,83",Gò Công,16,10.3141,106.71147,REGULAR,,SONG NAM VILLAGE,private_room,6,False,False,5,False,,/ đêm,798.824,₫798.824,2,True,True,,,,,False,False,False,True,True,True,,,,,,,,True,True,,,,,,,,,,,,,,
773548940856976194,https://www.airbnb.com.vn/rooms/773548940856976194,,Châu Thành,22,10.30443,106.35422,REGULAR,,P&J Bến Tre Garden,private_room,,False,True,,False,,/ đêm,570.589,₫570.589,4,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
773532356931901289,https://www.airbnb.com.vn/rooms/773532356931901289,,Châu Thành,30,10.304830098173518,106.35520935058594,REGULAR,,P&J Ben Tre Homstay,entire_home,,,,,False,,/ đêm,695.738,₫695.738,2,True,,,,,,,False,False,True,,True,,,,,,,,True,True,,,,,,,,,,,,,,
46857004,https://www.airbnb.com.vn/rooms/46857004,,Bến Tre,30,10.1038,106.44216,REGULAR,,Maison du Pays de Bến Tre,private_room,,False,False,,False,,/ đêm,741.765,₫741.765,2,True,True,True,True,,,,False,False,True,True,,,,,True,,,,True,,,,,,,,,,,,,,,
24024207,https://www.airbnb.com.vn/rooms/24024207,"5,0",Thành phố Trà Vinh,4,9.93211,106.33558,REGULAR,,Nhà ngọt ở Trà Vinh,entire_home,9,,,,False,,/ đêm,508.562,₫508.562,2,True,True,,,,,,False,,,,True,,,,,,,,True,,,,,,,,,,,,,,,
35949686,https://www.airbnb.com.vn/rooms/35949686,"3,33",Trà Vinh,10,9.91217,106.31263,REGULAR,,Nhà trọ thuộc sở hữu của gia đình gần thành phố và các điểm du lịch,private_room,3,,,,False,,/ đêm,376.588,₫376.588,4,True,True,,,,,,False,False,,,True,,,,,,,,True,,,,,,,,,,,,,,,
28572408,https://www.airbnb.com.vn/rooms/28572408,,Thành phố Trà Vinh,21,9.96266,106.34398,REGULAR,,Hoài Hiệp Hostel,private_room,,,,,False,,/ đêm,,,2,True,True,True,,,,,False,False,True,,True,,,True,,,,,True,True,,,,,,,,,,,,,,
40411276,https://www.airbnb.com.vn/rooms/40411276,,Thành phố Trà Vinh,6,9.94012,106.34167,REGULAR,,DH tại thị trấn nhỏ,private_room,,False,False,,False,,/ đêm,695.897,₫695.897,2,True,True,True,,,,False,False,False,True,,,,,,,,,,True,True,,,,,,,True,,,,,,,
37980828,https://www.airbnb.com.vn/rooms/37980828,,Châu Thành,22,10.31152,106.33263,REGULAR,,Hướng nhìn ra vườn có điều hòa,private_room,1,False,True,5,False,,/ đêm,,,4,True,True,True,True,True,,False,False,False,,True,True,,,,,,,,,,,,,,,,,,,,,,,
845115301971890109,https://www.airbnb.com.vn/rooms/845115301971890109,,,15,9.92366,106.4224,REGULAR,,Co Chien River HomeStay 1 - All Inclusive,entire_home,,,,,False,,/ đêm,1.740,₫1.740.295,2,True,,,,,,,False,False,,,True,,,,,,,,,,,,True,,,,,,,,,,,
22490795,https://www.airbnb.com.vn/rooms/22490795,"5,0",Châu Thành,20,10.31041,106.33204,REGULAR,,Bungalow Garden View,private_room,8,False,True,5,False,,/ đêm,528.252,₫528.252,2,True,True,True,True,True,,False,False,,,True,,,,,,,,,,,,,True,,,,,,,,,,,
33644049,https://www.airbnb.com.vn/rooms/33644049,,Thành phố Trà Vinh,8,9.95805,106.34614,REGULAR,,Tran Riverside homestay,private_room,,False,False,,False,,/ đêm,268.177,₫268.177,2,True,True,True,,True,,,False,,True,,,,,,True,,,,,,,True,,,,,,,,,,,,
37990835,https://www.airbnb.com.vn/rooms/37990835,,Châu Thành,18,10.31093,106.33259,REGULAR,,Hướng nhìn ra vườn có điều hòa,private_room,,False,True,,False,,/ đêm,642.370,₫642.370,4,True,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,
50779533,https://www.airbnb.com.vn/rooms/50779533,,Gò Công Tây,10,10.3334,106.58596,REGULAR,,Đi đến nhà chúc mừng.,private_room,,False,True,,False,,/ đêm,,,5,True,True,,True,,,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,
21542807,https://www.airbnb.com.vn/rooms/21542807,"5,0",Tân Phong,20,10.31864,106.05284,REGULAR,,Mekong Ecolodge,private_room,4,,,,False,,/ đêm,1.070,₫1.070.633,4,True,,True,,True,,,False,False,,,True,,,,,,,,,True,,True,True,,,,,,,,,,,
28149567,https://www.airbnb.com.vn/rooms/28149567,"4,5",Trà Vinh,14,9.93968,106.27395,REGULAR,,Nhà khách Vilabasi Mekong - Phòng 1,private_room,4,,,,False,,/ đêm,481.803,₫481.803,2,True,True,,,True,,,,False,True,,True,,,,,,,,,True,,,,True,,,,True,,,,,,
21378527,https://www.airbnb.com.vn/rooms/21378527,,Phú Túc,9,10.31346,106.2618,REGULAR,,QUỐC PHƯƠNG RIVERSIDE HOMESTAY,private_room,,,,,False,,/ đêm,936.809,₫936.809,2,True,,,,,,,False,False,,,,True,,,,,,,,,,True,,,True,,,,,,,,,
27858764,https://www.airbnb.com.vn/rooms/27858764,,Gò Công,17,10.31244,106.71174,REGULAR,,SONG NAM VILLAGE,private_room,2,False,False,5,False,,/ đêm,798.824,₫798.824,2,True,True,,True,,,False,False,False,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,
787941172277079891,https://www.airbnb.com.vn/rooms/787941172277079891,,Đa Lộc,30,9.86826,106.33291,REGULAR,,Nơi nghĩ dưỡng tuyệt vời,entire_home,,,,,False,,/ đêm,3.423,₫3.423.531,10,True,True,,,,,,False,False,True,True,True,,,,,,True,,True,True,,,,,,,,,,,,,,
801133552088537528,https://www.airbnb.com.vn/rooms/801133552088537528,,thành phố Bến Tre,14,10.258737141470771,106.39115993155157,REGULAR,,Trạm làm việc thư giãn tại Coconut Garden,private_room,,False,True,,False,,/ đêm,513.530,₫513.530,10,True,True,True,True,True,,,False,False,,True,,,,,True,,,,,,,,,,,,,,,,,,,
38838504,https://www.airbnb.com.vn/rooms/38838504,,Bến Tre,30,10.22718,106.40545,REGULAR,,Toàn bộ gia đình bản xứ 4 BR - Nguyệt Quế,entire_home,,,,,False,,/ đêm,3.423,₫3.423.531,8,True,True,,,,,,False,False,,,True,,True,,,,,,True,,,True,True,,,,,,True,,,,,
40512673,https://www.airbnb.com.vn/rooms/40512673,,Bến Tre,16,10.24427,106.41167,REGULAR,,Chỗ ở Bến Tre,private_room,,False,True,,False,,/ đêm,362.303,₫362.303,6,True,,,,,,False,False,False,True,,,,,,,,,,True,,,True,True,,,,,,,,,,,
39805937,https://www.airbnb.com.vn/rooms/39805937,,Trà Vinh,5,9.95249,106.33566,REGULAR,,Nhà Trà || Nhà khá giả với người dân địa phương,private_room,,False,False,,False,,/ đêm,910.037,₫910.037,4,True,,True,,,,,False,False,True,,True,,,,True,,,,True,,,True,True,,,,,,,,,,,
39454840,https://www.airbnb.com.vn/rooms/39454840,,TP Trà Vinh,5,9.909,106.15481,REGULAR,,Trà Vinh@ Nơi sống tự nhiên,private_room,,False,False,,False,,/ đêm,912.885,₫912.885,4,True,,,,True,,,False,False,True,,True,,,,True,,,,True,,,True,True,,,,,,,,,,,
45533935,https://www.airbnb.com.vn/rooms/45533935,,Càng Long,18,9.93591,106.27142,REGULAR,,Bungalow ẩn trong khu vườn xinh đẹp,entire_home,,,,,False,,/ đêm,401.495,₫401.495,2,True,True,,,True,,,False,False,True,,True,,,True,,,,,True,True,,,,,,,,,,,,,,
5573907,https://www.airbnb.com.vn/rooms/5573907,"4,65",tt. Cái Bè,22,10.32353,106.0487,REGULAR,,"Bungalow 4 ""CAM (CAM)"" - Lối thoát lý tưởng",private_room,93,False,True,8,False,,/ đêm,513.530,₫513.530,2,True,True,,True,True,,,,,,,True,,,,True,,,,,True,,,True,True,,,,,,,,,,
19703297,https://www.airbnb.com.vn/rooms/19703297,,thành phố Bến Tre,10,10.23592,106.36614,REGULAR,,Bà Ba Mười Bông Dừa,private_room,,,,,False,,/ đêm,330.941,₫330.941,5,True,True,True,,,,,False,False,True,True,True,,,,,,,,True,True,,,,,,,,,,,,,,
25700490,https://www.airbnb.com.vn/rooms/25700490,,Trung Nghĩa,6,10.02624,106.2168,REGULAR,,Biệt thự thoải mái cho một kỳ nghỉ thư giãn,entire_home,,,,,False,,/ đêm,936.822,₫936.822,6,True,True,,,,,,,,True,,True,,,,,,,True,True,True,,,,,,,True,,,True,True,,,
677756806659581371,https://www.airbnb.com.vn/rooms/677756806659581371,,Giồng Trôm,10,10.225734216766902,106.41626027930558,REGULAR,,Phòng Deluxe tại Mango Home,private_room,,,,,False,,/ đêm,1.141,₫1.141.177,2,True,,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,True,,True,,True,,
44494549,https://www.airbnb.com.vn/rooms/44494549,,thành phố Bến Tre,8,10.25061,106.37982,REGULAR,,Căn hộ Thiên An tại Bến Tre,private_room,,False,True,,False,,/ đêm,776.189,₫776.189,2,True,True,,,True,,False,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,
822737529118357517,https://www.airbnb.com.vn/rooms/822737529118357517,,Châu Thành,5,10.33477,106.37085,REGULAR,,Homestay Double RooM Coco Island,private_room,,,,,False,,/ đêm,912.942,₫912.942,2,True,True,,,,,,False,False,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,
25553042,https://www.airbnb.com.vn/rooms/25553042,,Bến Tre,30,10.28338,106.26157,REGULAR,,Sống cùng gia đình bản xứ Ve Nha,private_room,,,,,False,,/ đêm,268.177,₫268.177,16,True,True,True,,,,,False,False,True,,,,,,,,,,,True,,True,,,,,True,,,True,,,,
738720520405093309,https://www.airbnb.com.vn/rooms/738720520405093309,,Đa Lộc,30,9.86716,106.33406,REGULAR,,Nơi tốt để thư giãn vào cuối tuần.,entire_home,,,,,False,,/ đêm,3.423,₫3.423.531,10,,,,,,,,False,False,,,,True,,,,,,,,,,,,True,,,,True,,,,,True,
677768789889532832,https://www.airbnb.com.vn/rooms/677768789889532832,,Giồng Trôm,9,10.225631614499921,106.41543687475192,REGULAR,,Phòng Deluxe tại Mango Home,private_room,,,,,False,,/ đêm,1.141,₫1.141.177,2,True,,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,True,,True,,True,,
41845441,https://www.airbnb.com.vn/rooms/41845441,,,6,10.21514,106.48425,REGULAR,,"Room 4 foreigner to discover Bentre, Mekong ^ VN",private_room,,False,False,,False,,/ đêm,267.664,₫267.664,2,True,True,,,,,False,False,False,True,,,,,True,,,,,True,True,,,,,,,,,,,,,,
32757905,https://www.airbnb.com.vn/rooms/32757905,,Châu Thành,5,10.30514,106.39509,REGULAR,,"nhà nghỉ Thanh Tùng
số đt:0907967425",private_room,,,,,False,,/ đêm,342.353,₫342.353,16,True,True,,True,True,,,False,False,,,True,,,,,,,True,True,,,,,,True,,,,,,,,,
42399634,https://www.airbnb.com.vn/rooms/42399634,,thành phố Bến Tre,7,10.23143,106.35913,REGULAR,,Bến Tre - Ngôi nhà hạnh phúc,private_room,,False,False,,False,,/ đêm,285.294,₫285.294,2,True,True,,,,,,False,False,True,,,,,,True,,,True,True,True,,,,,,,True,,,,,,,
27030332,https://www.airbnb.com.vn/rooms/27030332,,Cai Lậy,30,10.31895,106.0389,REGULAR,,Gia đình Mekong Nam Giang có chỗ nghỉ phục vụ bữa sáng,private_room,2,False,False,5,False,,/ đêm,346.494,₫346.494,16,True,True,True,,,,False,False,False,True,,True,,,,,,,,,True,,,,,,,,,,True,,,,
45625491,https://www.airbnb.com.vn/rooms/45625491,,Tân Thạch,6,10.33612,106.36849,REGULAR,,Cona Hotel Cồn Phụng Bến Tre,private_room,,,,,False,,/ đêm,570.589,₫570.589,2,True,True,,,,,,False,False,,,True,,,,,,,,True,True,,True,True,,,,True,,,,,,,
677786082464080746,https://www.airbnb.com.vn/rooms/677786082464080746,,Giồng Trôm,12,10.225765739400758,106.41547278878562,REGULAR,,Phòng gia đình tại Mango Home,private_room,,,,,False,,/ đêm,2.168,₫2.168.236,4,True,True,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,,,True,,True,,
829351044817125683,https://www.airbnb.com.vn/rooms/829351044817125683,,Chợ Lách,10,10.2606395,106.1350992,REGULAR,,Hoa Nhãn,private_room,,,,,False,,/ đêm,980.000,₫980.000,2,True,True,,,,,,False,False,,,True,,,True,,,,,True,,,,,,,,,,,True,,,,
22125233,https://www.airbnb.com.vn/rooms/22125233,,Bến Tre,7,10.2402,106.38099,REGULAR,,504 Nguyen Tat Thanh Riva Park,entire_home,,,,,False,,/ đêm,2.738,₫2.738.825,5,True,,True,,,,,False,False,True,,,,,,,,,True,True,True,,,,,,,,,,True,True,,,
759242957727026375,https://www.airbnb.com.vn/rooms/759242957727026375,,Châu Hòa,25,10.211272588879552,106.51438973844053,REGULAR,,Nhà sàn lợp lá dừa nước giữa vườn dừa mát rượi.,private_room,,,,,False,,/ đêm,855.883,₫855.883,4,True,True,,,,,,False,False,,,,,,True,,,,,,,,,,,True,,,,,,,,,
770042313911712187,https://www.airbnb.com.vn/rooms/770042313911712187,,Gò Công,13,10.332642653000784,106.77598994225264,REGULAR,,Vườn An Nhiên,entire_home,,,,,False,,/ đêm,1.141,₫1.141.177,4,True,True,,,,,,False,False,True,True,,,,True,,,True,,,True,,,,,True,,,,,,,,,
29084590,https://www.airbnb.com.vn/rooms/29084590,,Thành phố Trà Vinh,11,9.93851,106.27542,REGULAR,,Chỗ ở với người dân địa phương ở nông thôn,private_room,,,,,False,,/ đêm,798.824,₫798.824,4,True,True,True,,True,,,,False,True,,True,,True,,,,,,,True,,,,,,,,True,,,,,,
829342458605933195,https://www.airbnb.com.vn/rooms/829342458605933195,,Chợ Lách,10,10.2606395,106.1350992,REGULAR,,Hoa Mận,private_room,,,,,False,,/ đêm,1.380,₫1.380.000,4,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,
677770944636791975,https://www.airbnb.com.vn/rooms/677770944636791975,,Giồng Trôm,9,10.225638798946854,106.41548271496745,REGULAR,,Phòng Deluxe tại Mango Home,private_room,,,,,False,,/ đêm,1.141,₫1.141.177,2,True,,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,True,,True,,True,,
8722722,https://www.airbnb.com.vn/rooms/8722722,,tt. Cầu Kè,7,9.87527,106.06272,REGULAR,,Suonsia Homestay Tra Vinh,private_room,,False,False,,False,,/ đêm,1.483,₫1.483.530,12,True,,True,,,,False,False,False,True,,,,,,,,,True,True,True,,True,,,,,,,,,,,,
37379227,https://www.airbnb.com.vn/rooms/37379227,,thành phố Bến Tre,8,10.24009,106.37782,REGULAR,,Sống với người dân địa phương với Phòng ấm cúng,private_room,,False,True,,False,,/ đêm,889.912,₫889.912,4,True,,,,True,,False,False,False,True,,True,,,,,,,,True,,,,,,,,,,,,,,,
24107686,https://www.airbnb.com.vn/rooms/24107686,,thành phố Bến Tre,8,10.22005,106.35003,REGULAR,,Căn hộ cổ 1 Br  2 khách tại  Bến Tre,private_room,,False,False,,False,,/ đêm,401.495,₫401.495,1,True,,,,,,False,,,True,,True,,,,,,,,True,,,,,,,,True,,,True,True,,,True
41213075,https://www.airbnb.com.vn/rooms/41213075,,H. Vũng Liem,28,10.07595,106.1497,REGULAR,,Thanh Tan Homestay,private_room,,,,,False,,/ đêm,342.353,₫342.353,16,True,True,True,,,,,False,False,True,,,,,,,,,,True,,,True,True,,,,,,,,,,,
