room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_WASHER,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,rating,reviewCount,SYSTEM_BEACH,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_TV,isSuperHost,isVerified,yearHosting,price,price_full,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_MOUNTAIN,SYSTEM_EV_CHARGER,SYSTEM_SNOWFLAKE,SYSTEM_PETS,SYSTEM_MAPS_RESORT,SYSTEM_VIEW_CITY,SYSTEM_ELEVATOR,SYSTEM_PATIO_BALCONY,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_DRYER,SYSTEM_FIREPLACE,SYSTEM_BATHTUB,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_SAUNA,SYSTEM_HIGH_CHAIR,SYSTEM_SMOKING_ALLOWED,SYSTEM_BREAKFAST,SYSTEM_FIREPIT,SYSTEM_REFRIGERATOR,SYSTEM_SKI,SYSTEM_BOAT_SAIL,SYSTEM_CRIB,SYSTEM_PACK_N_PLAY,SYSTEM_TOYS,SYSTEM_PIANO,SYSTEM_CALENDAR
53882363,https://www.airbnb.com.vn/rooms/53882363,Thành phố Phan Rang - Tháp Chàm,7,11.5813,109.00865,REGULAR,,Little Home (Ngôi nhà nhỏ),private_room,False,,/ đêm,2,,,True,True,True,True,True,,False,False,,,,,,True,False,True,,684.706,₫684.706,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,
732113861584968242,https://www.airbnb.com.vn/rooms/732113861584968242,Cam Ranh,10,12.02624,109.21774,REGULAR,,Tropical Beach Dream of The Arena Resort Cam Ranh,entire_home,False,,/ đêm,2,,True,True,True,True,,,True,False,False,,,,True,True,,,,,847.295,₫847.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41446315,https://www.airbnb.com.vn/rooms/41446315,H. Cam Lâm,30,12.11351,109.18859,REGULAR,,Florihome Beach House - Balcony room #201,private_room,False,,/ đêm,2,,,True,True,True,True,,True,False,,"4,71",7,True,,,True,False,True,3,570.589,₫570.589,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
39399708,https://www.airbnb.com.vn/rooms/39399708,Đạ Chais,30,12.14073,108.63201,REGULAR,,Chappi Mountains Bungalow - Cozy Wood Bungalow 4,entire_home,False,,/ đêm,2,,,,True,,True,,True,False,False,,,,,,,,,,513.530,₫513.530,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,
832908147046354786,https://www.airbnb.com.vn/rooms/832908147046354786,Cam Ranh,30,12.02609860035054,109.2169636975244,REGULAR,,Tận hưởng chuyến đi@ Khu nghỉ dưỡng tốt nhất của Vịnh CR,entire_home,False,,/ đêm,2,,,True,True,True,True,,,,,,,True,True,,True,,,,3.855,₫3.855.975,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
42669794,https://www.airbnb.com.vn/rooms/42669794,Cam Lâm,21,12.11144,109.18807,REGULAR,,Golden Almie Hotel,private_room,False,,/ đêm,16,,,True,True,,True,True,,False,,,,,,True,True,,,,513.530,₫513.530,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,
33126728,https://www.airbnb.com.vn/rooms/33126728,Thành phố Phan Rang - Tháp Chàm,11,11.56747,108.99301,REGULAR,,Anh Khoa Hotel,hotel_room,False,,/ đêm,16,,,,True,,,,,False,False,,,,,,True,,,,342.353,₫342.353,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
635139536365768423,https://www.airbnb.com.vn/rooms/635139536365768423,Cam Lâm,6,12.07642,109.19206,REGULAR,,Nha Trang 5* apartment Near Beach & Quiet.40% sale,entire_home,False,,/ đêm,5,,,True,True,True,True,True,,False,,,,True,True,True,True,,,,3.315,₫3.315.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41988557,https://www.airbnb.com.vn/rooms/41988557,Cam Lâm,26,12.11068,109.18802,REGULAR,,Khách sạn Westlake - Ban công và tầm nhìn ra núi,private_room,False,,/ đêm,2,True,,True,True,True,True,,,False,False,,,True,,,True,,,,596.265,₫596.265,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
627075082979845419,https://www.airbnb.com.vn/rooms/627075082979845419,Cam Lâm,6,12.13256,109.20926,REGULAR,,"Căn gần bãi tắm Bãi Dài, View xung quanh đẹp!",private_room,False,,/ đêm,10,,,True,True,True,True,True,,False,False,,,,,,True,,,,570.589,₫570.589,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
860459581003632451,https://www.airbnb.com.vn/rooms/860459581003632451,Cam Lâm,30,12.0312905,109.2134359,REGULAR,,"Lumina resort villa (1PN), buffet ăn sáng",entire_home,False,,/ đêm,2,,,True,True,True,True,True,,,,,,True,True,,True,,,,2.445,₫2.445.771,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,
802827206250707155,https://www.airbnb.com.vn/rooms/802827206250707155,Cam Lâm,21,12.02705,109.21819,REGULAR,,Lancy of The Arena Cam Ranh,entire_home,False,,/ đêm,2,,,True,True,True,True,,,False,,,,True,True,,True,,,,1.027,₫1.027.059,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,
699589309551436675,https://www.airbnb.com.vn/rooms/699589309551436675,Thành phố Phan Rang - Tháp Chàm,13,11.5641682,109.0178209,REGULAR,,Khách sạn Champa Sài Gòn - Ninh Thuận - Phòng gia đình,private_room,False,,/ đêm,6,,True,True,True,,True,True,True,False,,,,True,,,True,,,,947.177,₫947.177,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
42180635,https://www.airbnb.com.vn/rooms/42180635,Phan Rang,25,11.56495,109.01516,REGULAR,,Căn hộ view biển giá rẻ (Xương Rồng Đá),entire_home,False,,/ đêm,5,,,True,True,,True,True,,False,,,,,,,True,,,,669.159,₫669.159,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,,
879528216417718366,https://www.airbnb.com.vn/rooms/879528216417718366,Thành phố Phan Rang - Tháp Chàm,5,11.567060424997976,109.00150567730712,REGULAR,,Phòng đôi,private_room,False,,/ đêm,4,,,,True,,True,True,True,False,False,,,,,,True,,,,456.471,₫456.471,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
846007429521948105,https://www.airbnb.com.vn/rooms/846007429521948105,Cam Hải Đông,6,12.05932,109.19952,REGULAR,,Seaview Interconnect Studio Twin,private_room,False,,/ đêm,4,,,True,True,,,,,False,False,,,True,,,True,,,,4.642,₫4.642.308,,,,True,,,,,,,,,,,True,,,,,,True,,,,,,,
37172959,https://www.airbnb.com.vn/rooms/37172959,Thành Phố Phan Rang - Tháp Chàm,13,11.65576,109.00168,REGULAR,,Ecostay với gia đình Miho - Phòng đôi,private_room,False,,/ đêm,4,,,True,True,,,,,False,False,,,,,,,False,True,,650.471,₫650.471,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
35587062,https://www.airbnb.com.vn/rooms/35587062,Thành phố Phan Rang - Tháp Chàm,12,11.56552,109.01595,REGULAR,,Pumkin's Home Phan Rang,entire_home,False,,/ đêm,6,,True,True,True,True,True,,,False,,,,True,,,True,,,,1.198,₫1.198.236,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
879532777690826275,https://www.airbnb.com.vn/rooms/879532777690826275,Thành phố Phan Rang - Tháp Chàm,5,11.56655,109.00129,REGULAR,,Phòng 3 giường,private_room,False,,/ đêm,6,,,,True,,,True,True,False,False,,,,,,True,,,,684.706,₫684.706,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
812661430369586089,https://www.airbnb.com.vn/rooms/812661430369586089,Phan Rang–Tháp Chàm,14,11.54594,109.03014,REGULAR,,Cabin nhà nghỉ thôn dã bên bờ biển,entire_home,False,,/ đêm,4,,,True,True,,,,,False,False,,,True,,,,,,,400.000,₫400.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44453469,https://www.airbnb.com.vn/rooms/44453469,Cam Lâm,3,12.09765,109.18749,REGULAR,,AN LAND HOTEL NƠI CẢM XÚC GIAO HÒA,private_room,False,,/ đêm,2,,,,True,,True,,,False,False,,,,,,True,False,False,,445.059,₫445.059,,,,True,,,,,,False,,,,,True,,,,True,,,,,,,,,
41113423,https://www.airbnb.com.vn/rooms/41113423,Thành phố Phan Rang - Tháp Chàm,9,11.56494,109.0136,REGULAR,,Blue sea  ( Biển xanh Ninh Thuận ),private_room,False,,/ đêm,2,,,True,True,,True,True,,False,False,,,,,,True,False,False,,402.800,₫402.800,,,,True,True,,,,,False,,,,,,,,,,,,,,,,,,
844592299859594733,https://www.airbnb.com.vn/rooms/844592299859594733,Thành phố Cam Ranh,15,12.028202657736296,109.21436392156888,REGULAR,,Arena Cam Ranh Condotel: Một phần của Seaview,private_room,False,,/ đêm,2,,,True,True,True,True,,,False,,,,True,True,,True,,,,1.141,₫1.141.177,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,
749864643035945556,https://www.airbnb.com.vn/rooms/749864643035945556,Thành phố Phan Rang - Tháp Chàm,30,11.585275534115825,109.02696315239258,REGULAR,,Fullhouse (Chanh 's) 05 phòng ngủ - Bãi biển Ninh Chu,entire_home,False,,/ đêm,10,,,True,True,True,True,,True,False,False,,,,,True,True,,,,2.743,₫2.743.339,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
811122514506942240,https://www.airbnb.com.vn/rooms/811122514506942240,Thành phố Cam Ranh,19,12.02957,109.21386,REGULAR,,JOY Ocean-Front Aparment in best Cam Ranh beach,entire_home,False,,/ đêm,2,,True,True,True,True,True,,,False,,,,True,True,,True,,,,1.051,₫1.051.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45405208,https://www.airbnb.com.vn/rooms/45405208,Thành phố Phan Rang - Tháp Chàm,10,11.57547,108.99669,REGULAR,,Jolie 's Home,private_room,False,,/ đêm,2,,,True,True,,True,True,True,False,False,,,,,,True,False,True,,519.466,₫519.466,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
853076206738536548,https://www.airbnb.com.vn/rooms/853076206738536548,Cam Lâm,30,12.030666530112885,109.21481137903442,REGULAR,,Villa PhongLiem,entire_home,False,,/ đêm,11,,True,True,True,True,True,,True,,,,,True,True,,True,,,,4.907,₫4.907.061,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
41219679,https://www.airbnb.com.vn/rooms/41219679,Phan Rang–Tháp Chàm,12,11.58208,108.99082,REGULAR,,Biển xanh ( Blue Sea)- Homestay Phan Rang,entire_home,False,,/ đêm,5,,,True,True,,True,,,False,False,,,,,,True,,,,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,,
752412316929599561,https://www.airbnb.com.vn/rooms/752412316929599561,Cam Lâm,26,12.1206,109.18757,REGULAR,,biệt thự 5 phòng ngủ nhìn ra biển và gần bãi biển dài,entire_home,False,,/ đêm,10,,True,,,,,,,False,False,,,,,,True,,,,3.536,₫3.536.069,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
42728044,https://www.airbnb.com.vn/rooms/42728044,Phan Rang–Tháp Chàm,2,11.58308,108.99075,REGULAR,,Nhà Thân Thiện - Sunset Room,private_room,False,,/ đêm,2,,,True,True,,,True,,False,False,,,,,,,False,False,,342.353,₫342.353,True,,,True,True,,,,,,True,,,,True,,,,,,,,,,,,,
853067412549539147,https://www.airbnb.com.vn/rooms/853067412549539147,Cam Lâm,30,12.030729489244507,109.2147899213623,REGULAR,,Villa PhongLiem,entire_home,False,,/ đêm,11,,True,True,True,True,True,,True,,,,,True,True,,True,,,,4.907,₫4.907.061,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
810369260957143615,https://www.airbnb.com.vn/rooms/810369260957143615,Thành phố Phan Rang - Tháp Chàm,30,11.57798,109.01069,REGULAR,,Căn hộ cao cấp N3 ven biển Bình Sơn,private_room,False,,/ đêm,4,,,True,True,True,True,,True,False,False,,,True,,,True,,,,589.709,₫589.709,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
20689214,https://www.airbnb.com.vn/rooms/20689214,Thành phố Phan Rang - Tháp Chàm,26,11.59216,109.03769,REGULAR,,Biệt thự bạn bè - Gần bãi biển,entire_home,False,,/ đêm,16,,,True,True,,True,,,False,False,,,,True,,True,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,
750125167468575950,https://www.airbnb.com.vn/rooms/750125167468575950,Thành phố Cam Ranh,30,12.00014,109.2095,REGULAR,,Căn hộ 1 phòng ngủ tại khu nghỉ dưỡng quốc tế @Nha Trang,private_room,False,,/ đêm,5,,,True,True,,True,,,,,,,,True,,True,,,,2.955,₫2.955.648,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,
620064550062629443,https://www.airbnb.com.vn/rooms/620064550062629443,Nha Trang,7,12.15548,109.21534,REGULAR,,Phòng Superior - Bãi Dài,private_room,False,,/ đêm,2,,,,,,,,True,False,False,,,,,,True,False,True,,604.455,₫604.455,,,,,,,,,,False,,,,,,,,,,,,,,,,,,
42347041,https://www.airbnb.com.vn/rooms/42347041,Thành phố Phan Rang - Tháp Chàm,30,11.56409,109.01525,REGULAR,,[ChuồnChuồn home No.2]Relax with Trees & watch Sea,entire_home,False,,/ đêm,6,True,,True,True,,True,True,,,,,,True,,,True,,,,1.141,₫1.141.177,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,
42242745,https://www.airbnb.com.vn/rooms/42242745,Cam Lâm,11,12.11625,109.18702,REGULAR,,LaVal Inn,private_room,False,,/ đêm,12,,,True,True,,True,True,True,False,,,,,,,True,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,
53774669,https://www.airbnb.com.vn/rooms/53774669,Thành phố Phan Rang - Tháp Chàm,16,11.59781,109.03441,REGULAR,,Nhà nghỉ gần bãi biển Ninh Chữ,entire_home,False,,/ đêm,14,,,True,True,True,,True,True,False,False,,,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,
853279576826517242,https://www.airbnb.com.vn/rooms/853279576826517242,Bai Dai,19,12.119855117709818,109.18857918169573,REGULAR,,View núi cửa sổ to phòng riêng ở Bãi Dài Nha Trang,private_room,False,,/ đêm,2,True,,True,True,,,True,True,False,,,,True,,,,False,True,,542.401,₫542.401,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
853080112316624311,https://www.airbnb.com.vn/rooms/853080112316624311,Cam Lâm,30,12.031547956613842,109.21442514093627,REGULAR,,Villa PhongLiem,entire_home,False,,/ đêm,11,,True,True,True,True,True,,True,,,,,True,True,,True,,,,4.907,₫4.907.061,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
822866824020001418,https://www.airbnb.com.vn/rooms/822866824020001418,Thành phố Phan Rang - Tháp Chàm,13,11.563843591297415,108.99652672316219,REGULAR,,Biệt thự trung tâm thành phố,entire_home,False,,/ đêm,16,True,,True,True,True,True,,,False,False,,,True,,,True,,,,798.824,₫798.824,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
33349266,https://www.airbnb.com.vn/rooms/33349266,Phan Rang-Tháp Chàm,8,11.5701,108.99683,REGULAR,,Mot Mi Homestay Phan Rang Ninh Thuận,entire_home,False,,/ đêm,6,,,True,True,,True,True,,False,False,,,True,,,,,,,947.177,₫947.177,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,
834891793964888165,https://www.airbnb.com.vn/rooms/834891793964888165,Cam Lâm,11,12.11139,109.18802,REGULAR,,Căn hộ nghỉ dưỡng Victory House,private_room,False,,/ đêm,4,,,True,True,True,True,,True,False,,,,True,,,True,False,True,,1.711,₫1.711.766,,,,,True,,,,,False,,,,,,,,,,,,,,,,,,
23939963,https://www.airbnb.com.vn/rooms/23939963,Thành phố Cam Ranh,5,11.91776,109.14224,REGULAR,,Sun House Homestay ở Cam Ranh,entire_home,False,,/ đêm,2,,,,True,,True,,,False,False,"5,0",7,,,,True,,,,695.897,₫695.897,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
47057649,https://www.airbnb.com.vn/rooms/47057649,Thành phố Phan Rang - Tháp Chàm,9,11.56568,109.01375,REGULAR,,Tú Ngọc homestay,entire_home,False,,/ đêm,4,,,True,True,True,True,True,,False,,,,,,,True,,,,684.706,₫684.706,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,
21531094,https://www.airbnb.com.vn/rooms/21531094,,25,12.1074,109.145,REGULAR,,QUAY HOMESTAY,private_room,False,,/ đêm,2,,,True,True,,True,True,,False,False,,,,,,,,,,308.118,₫308.118,,,,,True,,,,,,,,,,True,,,True,True,,,,,,,,,
27704474,https://www.airbnb.com.vn/rooms/27704474,Xuân Hải,30,11.65413,108.99092,REGULAR,,"Eco-Chi Homestay, Phan Rang homestay
Bamboo room",private_room,False,,/ đêm,2,,,True,True,,True,True,,False,False,,,,,,,False,True,,627.647,₫627.647,,,,True,True,,,,,False,True,,,,,,,,,,,,,,,,,
699583085027620814,https://www.airbnb.com.vn/rooms/699583085027620814,Thành phố Phan Rang - Tháp Chàm,10,11.56385,109.01731,REGULAR,,"Sài Gòn Champa Hotel - Ninh Thuận 
 - Phòng đôi",private_room,False,,/ đêm,4,,True,True,True,,True,True,True,False,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
734460287815755496,https://www.airbnb.com.vn/rooms/734460287815755496,Đơn Dương,13,11.82102,108.61172,REGULAR,,Điểm cắm trại bên bờ suối,entire_home,False,,/ đêm,4,,,,True,True,True,True,,False,False,,,,,,,,,,1.027,₫1.027.059,,,,,True,,,,,,,True,,,True,,,,,True,,,,,,,,
790798115593410721,https://www.airbnb.com.vn/rooms/790798115593410721,Thành phố Phan Rang - Tháp Chàm,18,11.5715,108.995,REGULAR,,"Căn hô ̣ 2 pho ̀ ng ngu ̉ Central Sunny Bal Apart, 3Min Drive To Sea",entire_home,False,,/ đêm,5,,,True,True,True,,True,,False,False,,,,,,True,,,,1.368,₫1.368.271,,,,True,,,,True,,,,,,True,,,,,,,,,,,,,,
34621624,https://www.airbnb.com.vn/rooms/34621624,Ninh Phước,20,11.5495,108.96777,REGULAR,,Nhà khách Thùy Linh - Phòng đôi @ Ninh Thuận,private_room,False,,/ đêm,2,,,,True,,True,,,False,,,,,,,,False,False,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,
610047546589301122,https://www.airbnb.com.vn/rooms/610047546589301122,Cam Lâm District,11,12.03012,109.21137,REGULAR,,Căn HỘ gia đình - Phòng có sân thượng 104,private_room,False,,/ đêm,4,,,True,True,,,,,False,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
32077905,https://www.airbnb.com.vn/rooms/32077905,Thành phố Phan Rang - Tháp Chàm,5,11.56837,108.99357,REGULAR,,quý trọng và trân trọng từng cảm giác của khách,private_room,False,,/ đêm,16,,,,True,,,True,,False,,,,,,,True,,,,399.412,₫399.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48950677,https://www.airbnb.com.vn/rooms/48950677,Cam Lâm,6,12.07228,109.19459,REGULAR,,Alma the best way to choice .life not to wait pls.,private_room,False,,/ đêm,5,,,True,True,True,True,,,,,,,,True,True,True,,,,3.651,₫3.651.766,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,
617884728136803082,https://www.airbnb.com.vn/rooms/617884728136803082,Cam Lâm,16,12.11771297454834,109.1895980834961,REGULAR,,Maison de Van Mountain View 1BR w Ban công,private_room,False,,/ đêm,2,True,True,True,True,True,True,,,False,False,,,True,,,,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
600410230061608701,https://www.airbnb.com.vn/rooms/600410230061608701,Thành phố Cam Ranh,30,12.00069,109.20815,REGULAR,,Biệt thự 2 pho ̀ ng ngu ̉ với bê ̉ su ̣ c Jacuzzi trong khu nghỉ dưỡng Alma,entire_home,False,,/ đêm,7,,True,,,,,,,False,False,,,,True,True,,,,,3.900,₫3.900.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31603477,https://www.airbnb.com.vn/rooms/31603477,,4,11.58066,109.02719,REGULAR,,Khu nghỉ dưỡng Aniise Villa,private_room,False,,/ đêm,2,True,,,True,,True,,,False,,,,True,True,,True,,,,1.472,₫1.472.102,,,,True,,,,,,,,,,,True,,,,True,,,,,,,,,
53820219,https://www.airbnb.com.vn/rooms/53820219,Ninh Hải,8,11.597720577988964,109.03409731396567,REGULAR,,phòng riêng tại nhà Ninh Chu,private_room,False,,/ đêm,2,True,,,True,,,True,,False,False,,,,,,True,,,,321.187,₫321.187,,True,,True,,,,,,,,,,,True,,,,,,True,,,,,,,
44158561,https://www.airbnb.com.vn/rooms/44158561,Thành phố Phan Rang - Tháp Chàm,13,11.56587,109.01582,REGULAR,,[Sea view]Chuồn Chuồn Home No.4  Hoa Tím,entire_home,False,,/ đêm,8,,,True,True,,True,True,,,,,,True,,,True,,,,844.471,₫844.471,,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,,
28020504,https://www.airbnb.com.vn/rooms/28020504,Ninh Thuận,30,11.64558,108.98164,REGULAR,,"Ecochi Homestay, Phòng du lịch",private_room,False,,/ đêm,4,,,True,True,,True,True,,False,False,,,,,,True,False,True,,422.235,₫422.235,,,,,True,,,,,False,True,,,,,,,,,,,,,,,,,
35817461,https://www.airbnb.com.vn/rooms/35817461,Thành phố Phan Rang - Tháp Chàm,10,11.59241,109.03729,REPRESENTATIVE,,mùa hè rực rỡ,entire_home,False,,/ đêm,16,,,True,True,,True,True,,False,False,,,,True,,,,,,3.360,₫3.360.000,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,
53052126,https://www.airbnb.com.vn/rooms/53052126,Bai Dai,30,12.030985424883267,109.21463489826237,REGULAR,,Biệt thự PhongLiem 6,entire_home,False,,/ đêm,7,,True,True,True,True,True,,,False,,,,True,True,True,,,,,4.467,₫4.467.857,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
41604239,https://www.airbnb.com.vn/rooms/41604239,Thành phố Phan Rang - Tháp Chàm,12,11.56434,109.01549,REGULAR,,Luffy's House - Căn hộ đầy đủ tiện nghi,entire_home,False,,/ đêm,6,,,True,True,,True,,,False,,,,,,,True,,,,973.176,₫973.176,,,,True,True,,,True,,,,,,,True,,,True,,,,,,,,,,
811464760899385533,https://www.airbnb.com.vn/rooms/811464760899385533,Thành phố Phan Rang - Tháp Chàm,6,11.57091209674265,108.99601679295303,REGULAR,,Hacom Apartment Phan Rang,entire_home,False,,/ đêm,4,,,True,True,True,True,True,,,,,,,,,True,,,,1.027,₫1.027.059,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
