room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_FLOWER,SYSTEM_TV,SYSTEM_VIEW_OCEAN,SYSTEM_BATHTUB,SYSTEM_ELEVATOR,SYSTEM_HAIRDRYER,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_DRYER,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_BREAKFAST,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_SMOKING_ALLOWED,SYSTEM_REFRIGERATOR,SYSTEM_CALENDAR,SYSTEM_EV_CHARGER,SYSTEM_SAUNA,SYSTEM_MICROWAVE,SYSTEM_FIREPLACE,SYSTEM_BEACH,SYSTEM_TOYS,SYSTEM_FIREPIT
40709613,https://www.airbnb.com.vn/rooms/40709613,,An Hòa,13,10.0463,105.77356,REGULAR,,Phòng sang trọng với ban công tầm nhìn đẹp ở Cần Thơ,private_room,2,False,,/ đêm,506.353,₫506.353,2.0,True,True,,True,,,True,,False,False,,True,,,,True,,,,,,False,False,5,True,,,,,,,,,,,,,
39876969,https://www.airbnb.com.vn/rooms/39876969,,Ninh Kiều,29,10.055419691310837,105.77034616470337,REGULAR,,Phòng Sáng+Lớn * Chế độ xem tuyệt vời * Sống cùng gia đình bản xứ bằng phong lan,private_room,,False,,/ đêm,354.221,₫354.221,3.0,,True,,True,,True,True,,,,True,True,,,True,,,,True,True,,False,True,,True,,,,,,,,,,,,,
28149804,https://www.airbnb.com.vn/rooms/28149804,"4,33",Càng Long,8,9.93869,106.2755,REGULAR,,Nhà khách Vilabasi Mekong - phòng 2,private_room,12,False,,/ đêm,481.803,₫481.803,2.0,True,True,,True,,True,True,,,False,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,
28149567,https://www.airbnb.com.vn/rooms/28149567,"4,5",Trà Vinh,14,9.93968,106.27395,REGULAR,,Nhà khách Vilabasi Mekong - Phòng 1,private_room,4,False,,/ đêm,481.790,₫481.790,2.0,True,True,,True,,True,True,,,False,,,,,,True,,,,,,,,,,,,,,True,,,,,,,True,
878518520660367505,https://www.airbnb.com.vn/rooms/878518520660367505,,Ninh Kiều,6,10.02515,105.77409,REGULAR,,Phòng deluxe view cửa sổ trước,private_room,,False,,/ đêm,,,16.0,,True,True,True,,True,,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
802869822039130310,https://www.airbnb.com.vn/rooms/802869822039130310,,Ninh Kiều,8,10.0427471,105.7780643,REGULAR,,-20% Phòng cao cấp 2 giường @ Bãi đỗ xe MIỄN PHÍ ~Trung tâm,private_room,,False,,/ đêm,390.283,₫390.283,2.0,,True,,True,,,True,True,False,False,,True,,,True,True,,,,,True,,,,,,,,,,,,,,,,,
725712679556974412,https://www.airbnb.com.vn/rooms/725712679556974412,,Bình Thủy,6,10.04563,105.71934,REGULAR,,Phòng Deluxe đôi - Phòng Silt Ecolodge -,private_room,,False,,/ đêm,1.654,₫1.654.707,2.0,,True,,True,,,True,,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
788791446937476465,https://www.airbnb.com.vn/rooms/788791446937476465,,Vĩnh Long,15,9.966482227522402,105.92064732528144,REGULAR,,"Homestay Trà Ôn, Vĩnh Long",entire_home,,False,,/ đêm,1.483,₫1.483.530,8.0,True,True,,True,,,True,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
872059010176730243,https://www.airbnb.com.vn/rooms/872059010176730243,,Hưng Phú,23,10.0237117,105.7837306,REGULAR,,Nhà nghỉ Thành Đạt,private_room,,False,,/ đêm,285.294,₫285.294,10.0,,True,,True,,True,True,True,False,False,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,
725070071211887574,https://www.airbnb.com.vn/rooms/725070071211887574,,Bình Thủy,5,10.06262,105.74005,REGULAR,,Nhà hàng Ecolodge ba tầng cao cấp -,private_room,,False,,/ đêm,1.597,₫1.597.648,3.0,,True,,True,,,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667026247203553434,https://www.airbnb.com.vn/rooms/667026247203553434,,Cái Răng,17,10.001812524902794,105.80042413602523,REGULAR,,Nhà nghỉ dưỡng của MAY với chỗ đỗ xe miễn phí,private_room,,False,,/ đêm,570.589,₫570.589,4.0,True,True,True,True,,True,,True,False,False,,True,,,,,,,,,,False,True,,,,False,,,,,,,,,,,
709128607162258894,https://www.airbnb.com.vn/rooms/709128607162258894,,Ninh Kiều,10,10.04347,105.78148,REGULAR,,Căn hộ trung tâm 7 - Quang cảnh ven sông trung tâm thành phố,private_room,2,False,,/ đêm,456.014,₫456.014,2.0,True,True,True,True,,,,True,False,False,,True,True,,,,,,,,,True,True,5,True,,,,,,,,,,,,,
562452190103554980,https://www.airbnb.com.vn/rooms/562452190103554980,,Ninh Kiều,6,10.02776,105.77879,REGULAR,,Phòng Quạt tường,private_room,,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,False,False,,,,True,,,,,,,,False,False,,True,,,,,,,,,,,,,
43919981,https://www.airbnb.com.vn/rooms/43919981,,Ninh Kiều,17,10.04348,105.78099,REGULAR,,"trong trung tâm thành phố, gần Vincom , phố ăn uống",private_room,,False,,/ đêm,308.118,₫308.118,16.0,,True,,True,True,True,True,,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
5573907,https://www.airbnb.com.vn/rooms/5573907,"4,65",tt. Cái Bè,22,10.32353,106.0487,REGULAR,,"Bungalow 4 ""CAM (CAM)"" - Lối thoát lý tưởng",private_room,93,False,,/ đêm,513.530,₫513.530,2.0,,True,,True,,True,True,,,,True,,,,,True,,,,,,False,True,8,True,,,,True,True,,,,,,,,
33251380,https://www.airbnb.com.vn/rooms/33251380,"4,67",Ninh Kiều,30,10.03213,105.78578,REGULAR,,Phòng gia đình sang trọng MAGNOLIA 'S @ Bến cảng Cần Thơ,private_room,3,False,,/ đêm,1.150,₫1.150.000,3.0,,True,,True,,,True,True,False,,,True,,,True,True,,,,,True,,,,,,,,,,,,,True,,,,
875774433526884018,https://www.airbnb.com.vn/rooms/875774433526884018,,Thành phố Vĩnh Long,6,10.2315505,105.9476972,REGULAR,,Nhà nghỉ 29,shared_room,,False,,/ đêm,285.294,₫285.294,10.0,,True,,True,,,True,,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
594369320261487984,https://www.airbnb.com.vn/rooms/594369320261487984,"4,7",Ninh Kiều,18,10.053,105.77617,REGULAR,,Căn hộ dịch vụ full tiện ích cực chill &thân thiện,entire_home,10,False,,/ đêm,3.943,₫3.943.908,16.0,True,True,True,True,,True,,True,,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,
38529670,https://www.airbnb.com.vn/rooms/38529670,,Ninh Kiều,11,10.0347,105.78589,REGULAR,,MIDMOST Boutique 2BR - 5 phút đi bộ đến bến Ninh Kiều,private_room,,False,,/ đêm,1.453,₫1.453.859,8.0,,True,,True,,,True,,False,False,,True,,,,True,,,,,True,,,,,,,,,True,,,,True,,,,
846698902908855604,https://www.airbnb.com.vn/rooms/846698902908855604,,Ninh Kiều,30,10.0254868,105.7754069,REGULAR,,365 Luxhomeriverside Cần Thơ,private_room,,False,,/ đêm,1.481,₫1.481.479,2.0,,True,True,True,,,True,True,False,False,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
24461926,https://www.airbnb.com.vn/rooms/24461926,,Vĩnh Long,17,10.2391,105.97912,REGULAR,,Nhà Hạnh Phúc,entire_home,,False,,/ đêm,912.942,₫912.942,4.0,True,True,,True,True,True,True,,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
32245257,https://www.airbnb.com.vn/rooms/32245257,"4,74",Ninh Kiều,20,10.03392,105.78527,REGULAR,,Gia đình bản xứ Khâm - 5 phút đi bộ đến Ninh Kiều Quế,entire_home,50,False,,/ đêm,829.350,₫829.350,6.0,True,True,,True,,,True,,False,False,,True,,,,True,,,,,,,,,,,,,,True,,,,True,,,,
26734712,https://www.airbnb.com.vn/rooms/26734712,"3,75",Ninh Kiều,11,10.02501,105.77759,REGULAR,,Tunnie 's Nest,entire_home,4,False,,/ đêm,404.778,₫404.778,4.0,True,,,True,True,True,True,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
45952176,https://www.airbnb.com.vn/rooms/45952176,,Cái Răng,15,10.01532,105.78689,REGULAR,,103-09 Homestay- Big C Cần Thơ,private_room,,False,,/ đêm,296.706,₫296.706,2.0,True,True,,True,True,True,True,,False,False,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
9520858,https://www.airbnb.com.vn/rooms/9520858,"4,68",Can Tho,30,10.03002,105.75583,REGULAR,,Nhà phố hiện đại,entire_home,36,False,,/ đêm,1.052,₫1.052.055,4.0,True,True,,True,,True,True,,False,False,,True,,,,,,,,,,,,,,,,,,True,,,,True,,,,
32632784,https://www.airbnb.com.vn/rooms/32632784,"4,75",Ninh Kiều,9,10.03442,105.78478,REGULAR,,MIDMOST Boutique BR7 - 5 phút đi bộ đến Ninh Kiều Quay,private_room,4,False,,/ đêm,707.073,₫707.073,4.0,,True,True,,,,True,,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
842113438086906791,https://www.airbnb.com.vn/rooms/842113438086906791,,Châu Thành,5,10.25995,105.87586,REGULAR,,Ô La Lá Homestay,private_room,,False,,/ đêm,433.647,₫433.647,2.0,True,True,True,True,,True,True,,False,False,,,,,,,,,,,,False,True,,True,,,,,,,,,,,,,
37439510,https://www.airbnb.com.vn/rooms/37439510,,Ninh Kiều,23,10.03073,105.78613,REGULAR,,ALUNY - LOVELY CRANES,hotel_room,,False,,/ đêm,830.000,₫830.000,4.0,,True,,,,,True,,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
31580834,https://www.airbnb.com.vn/rooms/31580834,"4,33",Cần Tho,30,10.03374,105.78284,REGULAR,,Modern Studio với ban công trên phố ẩm thực,private_room,15,False,,/ đêm,798.824,₫798.824,2.0,True,True,True,True,,,True,,,False,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,
555232555805515294,https://www.airbnb.com.vn/rooms/555232555805515294,,Ninh Kiều,16,10.02639,105.77804,REGULAR,,XU Room,private_room,,False,,/ đêm,,,3.0,True,True,True,,True,True,True,True,False,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
22390005,https://www.airbnb.com.vn/rooms/22390005,"5,0",,9,10.30603,105.7475,REGULAR,,Phòng cho gia đình,private_room,6,False,,/ đêm,1.027,₫1.027.059,4.0,,True,,,True,,,,False,False,,,,,,,,,,,,True,False,6,,True,False,,True,,,,,,,,,
684468627799706068,https://www.airbnb.com.vn/rooms/684468627799706068,,Phú Thứ,14,10.00359,105.79834,REPRESENTATIVE,,Phòng ba thoải mái @ Tulip Hotel,private_room,,False,,/ đêm,,,3.0,,True,,,,,True,,False,False,,True,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,
41042102,https://www.airbnb.com.vn/rooms/41042102,"3,67",Cần Thơ,30,10.0353,105.77668,REGULAR,,ROSY 1 STUDIO CO ́ BAN CÔNG GÂ ̀ N KIỀU QUAY,private_room,3,False,,/ đêm,642.373,₫642.373,2.0,True,True,,True,,True,True,True,,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
46118657,https://www.airbnb.com.vn/rooms/46118657,"5,0",Ninh Kiều,13,10.04872,105.75629,REGULAR,,"Đầy đủ tiện nghi, sạch sẽ, thân thiện, yên tĩnh.",private_room,6,False,,/ đêm,2.944,₫2.944.250,8.0,True,True,,True,,True,True,,False,,,True,,,,True,,,True,,,,,,,,,,True,,,,,,,,,
44089886,https://www.airbnb.com.vn/rooms/44089886,,Bình Thủy,7,10.04145,105.74213,REGULAR,,"Không gian tĩnh, gần gũi thiên nhiên, tận tình...",private_room,,False,,/ đêm,456.471,₫456.471,5.0,True,True,,True,,True,True,,False,False,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,
28689324,https://www.airbnb.com.vn/rooms/28689324,"4,82",Ninh Kiều,12,10.03383,105.78538,REGULAR,,Sống cùng gia đình bản xứ Khâm BR3 - 5 phút đi bộ đến Ninh Kiều Quế,private_room,22,False,,/ đêm,,,4.0,True,True,,True,,,True,,False,False,,True,,,,True,,,,,True,True,True,5,True,,,,,,,,,,,,,
547463153275545728,https://www.airbnb.com.vn/rooms/547463153275545728,,Ninh Kiều,5,10.0406,105.78523,REGULAR,,BR5 Dừng Homestay - Ninh Kiều Cần Thơ,private_room,1,False,,/ đêm,570.589,₫570.589,2.0,,True,True,True,,True,True,True,False,False,,True,,,,,,,,,,True,True,5,,,False,,,,,,,,,,,
42783344,https://www.airbnb.com.vn/rooms/42783344,,Ninh Kiều,4,10.03337,105.78642,REGULAR,,54 Homestay-101- Bến Ninh Kiều,private_room,,False,,/ đêm,342.353,₫342.353,2.0,True,True,,True,True,True,True,,False,False,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
21378527,https://www.airbnb.com.vn/rooms/21378527,,Phú Túc,9,10.31346,106.2618,REGULAR,,QUỐC PHƯƠNG RIVERSIDE HOMESTAY,private_room,,False,,/ đêm,936.809,₫936.809,2.0,,True,,,,,,,False,False,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,True
39825503,https://www.airbnb.com.vn/rooms/39825503,,Nhơn Nghĩa,30,9.96958,105.69807,REGULAR,,Mekong Daniel Resort (Bungalow3),entire_home,,False,,/ đêm,669.159,₫669.159,2.0,True,True,True,True,True,,,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
43359944,https://www.airbnb.com.vn/rooms/43359944,,Phong Điền,14,9.997322082519531,105.7123794555664,REGULAR,,Phòng điều hòa đẹp ở bờ sông Cần Thơ,private_room,,False,,/ đêm,664.804,₫664.804,2.0,,True,,True,True,,,,False,False,True,True,True,,,,,,,,,False,True,,True,,,,,,,,,,,,,
804746485223208054,https://www.airbnb.com.vn/rooms/804746485223208054,,Tam Bình,30,10.045970986025516,105.94036050104984,REGULAR,,Chổ nghỉ địa phương.,shared_room,,False,,/ đêm,365.177,₫365.177,2.0,True,True,True,True,,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24897396,https://www.airbnb.com.vn/rooms/24897396,"5,0",Can Tho,30,10.04398,105.74761,REGULAR,,Phòng Tình yêu 1- Lidu Home - khu vườn/ cửa sổ riêng,private_room,4,False,,/ đêm,268.177,₫268.177,2.0,True,True,,True,True,True,True,,False,False,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,
547437320466283124,https://www.airbnb.com.vn/rooms/547437320466283124,,Ninh Kiều,5,10.04059,105.78451,REGULAR,,BR3 Dừng Homesta - Ninh Kiều Cần Thơ,private_room,,False,,/ đêm,570.589,₫570.589,2.0,,True,True,True,,True,True,True,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
878511313844721487,https://www.airbnb.com.vn/rooms/878511313844721487,,Ninh Kiều,4,10.02459,105.77392,REGULAR,,Miha Homestay (phòng deluxe),private_room,,False,,/ đêm,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,
45709942,https://www.airbnb.com.vn/rooms/45709942,,Cái Răng,3,10.00263,105.79885,REGULAR,,[Tulip Home] Phòng Queen tiêu chuẩn - có cửa sổ,private_room,,False,,/ đêm,428.233,₫428.233,2.0,,True,True,True,,,True,,False,,,True,,,,True,,,,,True,,,,,,,,,,True,,,,,,,
48305676,https://www.airbnb.com.vn/rooms/48305676,,Hưng Phú,23,10.02226,105.78452,REGULAR,,"Thành phố Ninh Kiều mới. Cần Thơ, gần cầu Tình yêu",private_room,,False,,/ đêm,588.850,₫588.850,3.0,,True,,True,,True,True,,False,,,True,,,,,,,,,True,False,True,,,,False,,,,True,,,,,,,
873475749347405999,https://www.airbnb.com.vn/rooms/873475749347405999,,Ninh Kiều,12,10.03034,105.78779,REGULAR,,Khách sạn Minh Nhựt,private_room,,False,,/ đêm,970.000,₫970.000,10.0,,True,,True,,,True,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
43313168,https://www.airbnb.com.vn/rooms/43313168,,An Phú,13,10.03394,105.77863,REGULAR,,Phòng đôi sang trọng với quang cảnh thành phố,private_room,,False,,/ đêm,373.808,₫373.808,2.0,True,True,,True,,,True,,,,,True,,,,True,,,,,,,,,,True,,,True,,,,,,,,,
37920917,https://www.airbnb.com.vn/rooms/37920917,,Cái Răng,15,10.01183,105.79346,REGULAR,,Nhà THỎ - Rạng đông tuyệt vời với phòng ban công,private_room,,False,,/ đêm,268.177,₫268.177,2.0,,True,,True,,,True,,False,False,,True,,,,True,,,,True,,False,True,,True,,,,,True,,,,,,,,
28189121,https://www.airbnb.com.vn/rooms/28189121,,Hưng Phú,10,10.01488,105.7887,REGULAR,,Phòng gia đình - Nhà trọ Lidu - Cửa sổ,private_room,,False,,/ đêm,268.177,₫268.177,3.0,True,True,,True,,True,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16926295,https://www.airbnb.com.vn/rooms/16926295,"4,35",,11,10.01189,105.79085,REGULAR,,Woody Room - Sống cùng gia đình bản xứ về N&D,private_room,45,False,,/ đêm,300.000,₫300.000,2.0,,True,,True,,,True,,False,False,,,,,,True,,,,,,False,True,6,,,False,,,,,,,,,,,
24459402,https://www.airbnb.com.vn/rooms/24459402,,Vĩnh Long,14,10.24154,105.98126,REGULAR,,Happy house,entire_home,,False,,/ đêm,912.942,₫912.942,4.0,True,True,,True,True,True,True,,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
39075216,https://www.airbnb.com.vn/rooms/39075216,,Cái Răng,15,10.00036,105.79095,REGULAR,,Chúng tôi quan tâm đến thời gian ở của bạn! Nụ cười của bạn là hạnh phúc của chúng tôi!,entire_home,,False,,/ đêm,1.127,₫1.127.483,16.0,True,True,,,True,True,,,False,False,,True,,,,True,,,,,,,,,,True,,,True,,,,,,,,,
38170076,https://www.airbnb.com.vn/rooms/38170076,"4,83",Thành phố Sa Đéc,21,10.29824,105.72633,REGULAR,,NEVERLAND de PAPILLONS - JASMINE,private_room,6,False,,/ đêm,2.099,₫2.099.766,2.0,,True,True,True,True,,True,,False,False,True,,,,,True,,,,,,,,,,True,,,,,,,,,,,,
874406139253776069,https://www.airbnb.com.vn/rooms/874406139253776069,,Thị xã Bình Minh,11,10.0325041839541,105.82676440170262,REGULAR,,Full house in Pomelo Garden,entire_home,,False,,/ đêm,,,,True,True,True,,,True,True,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
42671764,https://www.airbnb.com.vn/rooms/42671764,,An Thới,27,10.05903,105.75941,REGULAR,,Ho Nuoc 's House,private_room,,False,,/ đêm,285.294,₫285.294,5.0,True,,True,True,,True,True,,False,False,,,,,,,,,,,,False,False,,,,False,,,,,,,,,,,
43402066,https://www.airbnb.com.vn/rooms/43402066,,Ninh Kiều,22,10.04662,105.75972,REGULAR,,"Không gian thoáng mát, phòng ngủ đầy đủ tiện nghi.",private_room,,False,,/ đêm,2.141,₫2.141.261,6.0,True,True,,True,,True,True,True,False,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
725722975282129120,https://www.airbnb.com.vn/rooms/725722975282129120,,Bình Thủy,6,10.06378,105.73929,REGULAR,,Phòng ba sang trọng - Mekong Silt Ecolodge,private_room,,False,,/ đêm,1.997,₫1.997.060,3.0,,True,,True,,,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17574593,https://www.airbnb.com.vn/rooms/17574593,"5,0",Thành phố Sa Đéc,9,10.32101,105.74803,REGULAR,,Nhà tre - Gió,private_room,5,False,,/ đêm,301.169,₫301.169,2.0,True,True,,True,True,,True,,False,False,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
47133007,https://www.airbnb.com.vn/rooms/47133007,,Cái Răng,16,10.00953,105.78815,REGULAR,,Cần Thơ Homestay Container,private_room,,False,,/ đêm,588.866,₫588.866,10.0,True,True,True,True,,True,True,,False,False,,,,,,,,,True,,,False,True,,,,False,,,,,,,,,,,
25553042,https://www.airbnb.com.vn/rooms/25553042,,Bến Tre,30,10.28338,106.26157,REGULAR,,Sống cùng gia đình bản xứ Ve Nha,private_room,,False,,/ đêm,268.177,₫268.177,16.0,True,True,,True,True,True,,,False,False,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
35304293,https://www.airbnb.com.vn/rooms/35304293,,Ninh Kiều,30,10.04783,105.78172,REGULAR,,The AlleyHouse,private_room,,False,,/ đêm,,,3.0,True,True,,,,True,True,,False,False,,True,,,,True,,,True,,,False,True,,True,,,,,,,,,,,,,
22932633,https://www.airbnb.com.vn/rooms/22932633,"4,71",Hưng Lợi,17,10.02,105.76077,REGULAR,,Phòng riêng XU - D Homestay,private_room,7,False,,/ đêm,433.647,₫433.647,4.0,True,True,,True,True,True,True,,False,False,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,
2851460,https://www.airbnb.com.vn/rooms/2851460,"4,12",long ho,8,10.27647,105.95333,REGULAR,,SỐNG CÙNG GIA ĐÌNH BẢN XỨ PHƯƠNG THẢO,entire_home,34,False,,/ đêm,535.327,₫535.327,2.0,True,True,,True,True,True,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
803540721112321934,https://www.airbnb.com.vn/rooms/803540721112321934,,Ninh Kiều,5,10.0297303,105.7846057,REGULAR,,-20% Phòng tiêu chuẩn giá rẻ ~ Bãi đỗ xe MIỄN PHÍ | Trung tâm,private_room,,False,,/ đêm,536.353,₫536.353,2.0,,True,True,True,,True,True,True,False,False,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
878524717603384597,https://www.airbnb.com.vn/rooms/878524717603384597,,Ninh Kiều,5,10.02493,105.77547,REGULAR,,MIHA homestay (Phòng Deluxe gia đình),private_room,,False,,/ đêm,855.883,₫855.883,16.0,,True,True,True,,True,,True,False,False,,True,,,,,,,,,,False,True,,True,,,,,,,,,,,,,
11782898,https://www.airbnb.com.vn/rooms/11782898,"5,0",Can Tho,8,10.02467,105.77043,REGULAR,,Spring House 22 - Cửa sổ SUP,private_room,3,False,,/ đêm,508.542,₫508.542,2.0,,True,,True,True,True,True,,False,False,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,
751925144947821488,https://www.airbnb.com.vn/rooms/751925144947821488,,Ninh Kiều,12,10.00672,105.74099,REGULAR,,Combo chỗ nghỉ và tham quan chợ nổi,private_room,,False,,/ đêm,599.089,₫599.089,7.0,True,True,True,True,True,,,True,False,False,,,,,,,,,True,,,True,True,,True,,,,,,,,,,,,,
48681965,https://www.airbnb.com.vn/rooms/48681965,,Cái Khế,15,10.05238,105.7751,REGULAR,,Double room W Indochine Style Home,private_room,,False,,/ đêm,575.153,₫575.153,2.0,True,True,True,True,,,,True,False,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
22959221,https://www.airbnb.com.vn/rooms/22959221,,Hưng Lợi,22,10.01967,105.75993,REGULAR,,DG roon riêng - D Sống cùng gia đình bản xứ,private_room,,False,,/ đêm,319.530,₫319.530,3.0,True,True,,True,True,True,True,,False,False,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,
10812809,https://www.airbnb.com.vn/rooms/10812809,,tt. Cái Bè,10,10.326433,106.044243,REGULAR,,"Bungalow 2 ""BUOI (POMELO)""",private_room,,False,,/ đêm,551.454,₫551.454,2.0,,True,,True,,,True,,False,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,
786672925790212110,https://www.airbnb.com.vn/rooms/786672925790212110,,Loan Mỹ,30,10.04664,105.93932,REGULAR,,Phòng 001,private_room,,False,,/ đêm,627.647,₫627.647,3.0,True,True,True,True,True,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
22427362,https://www.airbnb.com.vn/rooms/22427362,"3,75",Thới Binh,15,10.04369,105.78049,REGULAR,,Khách sạn Minh Vương,private_room,12,False,,/ đêm,268.177,₫268.177,16.0,,True,,True,,True,True,,False,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,
43192385,https://www.airbnb.com.vn/rooms/43192385,,Thành phố Sa Đéc,16,10.31841,105.74604,REGULAR,,Khu nghỉ dưỡng Cúc Mâm Xôi - Làng hoa Sa Đéc,private_room,,False,,/ đêm,285.294,₫285.294,16.0,True,True,,True,True,True,,,False,False,,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,
25700490,https://www.airbnb.com.vn/rooms/25700490,,Trung Nghĩa,6,10.02624,106.2168,REGULAR,,Biệt thự thoải mái cho một kỳ nghỉ thư giãn,entire_home,,False,,/ đêm,936.809,₫936.809,6.0,True,True,,True,,True,True,,,,,True,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,
51357922,https://www.airbnb.com.vn/rooms/51357922,,Ninh Kiều,5,10.03285,105.77964,REGULAR,,Midmost Studio Family BR6,private_room,,False,,/ đêm,805.443,₫805.443,4.0,True,True,True,True,,True,,True,False,False,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,
37587214,https://www.airbnb.com.vn/rooms/37587214,,Thành phố Vĩnh Long,9,10.24752,105.9648,REGULAR,,Trung tâm Vĩnh Long,entire_home,,False,,/ đêm,913.360,₫913.360,4.0,True,True,,True,True,True,True,,,False,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,
720618930424272363,https://www.airbnb.com.vn/rooms/720618930424272363,,Ninh Kiều,8,10.04193,105.78371,REGULAR,,Midmost House - Căn hộ dịch vụ 1 giường hiện đại,private_room,,False,,/ đêm,878.706,₫878.706,2.0,True,True,True,True,,True,True,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
29084590,https://www.airbnb.com.vn/rooms/29084590,,Thành phố Trà Vinh,11,9.93851,106.27542,REGULAR,,Chỗ ở với người dân địa phương ở nông thôn,private_room,,False,,/ đêm,798.824,₫798.824,4.0,True,True,,True,True,True,True,,,False,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,
783138166917202260,https://www.airbnb.com.vn/rooms/783138166917202260,,Cái Răng,5,10.006,105.79478,REGULAR,,Chúng tôi ở gần chợ nổi,private_room,,False,,/ đêm,513.530,₫513.530,10.0,,True,,True,,,True,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
735162796357345743,https://www.airbnb.com.vn/rooms/735162796357345743,,Ninh Kiều,9,10.00565,105.7404,REGULAR,,Phòng trải nghiệm,shared_room,,False,,/ đêm,425.630,₫425.630,4.0,True,True,True,True,True,,,True,False,False,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,
