room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_JACUZZI,SYSTEM_PETS,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_DRYER,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,SYSTEM_SURVEILLANCE,SYSTEM_FIREPLACE,SYSTEM_LUGGAGE_DROP,SYSTEM_REFRIGERATOR,SYSTEM_FLOWER,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_POOL,SYSTEM_SMOKING_ALLOWED,SYSTEM_PIANO,SYSTEM_EV_CHARGER,SYSTEM_SAUNA,SYSTEM_MICROWAVE,SYSTEM_CRIB,SYSTEM_HIGH_CHAIR,SYSTEM_BREAKFAST,SYSTEM_VIEW_MOUNTAIN,SYSTEM_CALENDAR,SYSTEM_BATHTUB
813484837300590951,https://www.airbnb.com.vn/rooms/813484837300590951,,Hà Đông,5,20.97307,105.77827,REGULAR,,01 căn hộ khách sạn TSQ.stay,entire_home,,False,,/ đêm,1.056,₫1.056.000,4.0,True,True,,True,,True,,,False,,,,,True,True,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,
828533155956454602,https://www.airbnb.com.vn/rooms/828533155956454602,,Hai Bà Trưng,12,21.00309,105.86838,REGULAR,,Căn hộ tại Times City-T0812a10,entire_home,,False,,/ đêm,1.084,₫1.084.118,2.0,True,True,,True,,True,,,False,False,,,,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,
818478401838381237,https://www.airbnb.com.vn/rooms/818478401838381237,,Tây Hồ,30,21.07369,105.82221,REGULAR,,Tầm nhìn ra hồ Tây hai phòng ngủ,entire_home,,False,,/ đêm,1.084,₫1.084.118,4.0,True,True,,True,,True,,True,False,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
723093783485384671,https://www.airbnb.com.vn/rooms/723093783485384671,"4,8", Hoan Kiem,29,21.024622956722027,105.84917473138023,REGULAR,,• Milkwood • Cozy local house in center of Hanoi,entire_home,5,False,,/ đêm,1.074,₫1.074.839,4.0,True,True,,,,True,,True,False,False,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,True,,
41331077,https://www.airbnb.com.vn/rooms/41331077,,Cầu Giấy,30,21.00754,105.79631,REGULAR,,% {SMART HOUSE @ 1 PHÒNG NGỦ @ TRANG TRÍ ĐẸP @ TẦM NHÌN ĐẸP,entire_home,,False,,/ đêm,1.049,₫1.049.020,2.0,True,True,,True,,True,,,False,,,,True,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
871524301639951360,https://www.airbnb.com.vn/rooms/871524301639951360,,Đống Đa,8,21.0262815,105.7987795,REGULAR,,Luxury Studio serviced Lancaster,entire_home,,False,,/ đêm,,,2.0,True,True,,True,,True,,True,,,,,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
44791536,https://www.airbnb.com.vn/rooms/44791536,"4,67",Tây Hồ,15,21.06657,105.82249,REPRESENTATIVE,,CĂN HỘ 1 PHÒNG NGỦ/BAN CÔNG/THÀNH PHỐ + TẦM NHÌN RA HỒ/WIFI,entire_home,3,False,,/ đêm,,,2.0,True,True,,True,,True,,True,,,,,,,True,True,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,
29581410,https://www.airbnb.com.vn/rooms/29581410,"4,83",Hoàn Kiếm,30,21.02539,105.84876,REGULAR,,* Tầng lửng Hà Nội * Không gian hiện đại ở trung tâm!,entire_home,100,False,,/ đêm,965.397,₫965.397,4.0,True,True,,True,True,,,,,,True,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,
867650996252999166,https://www.airbnb.com.vn/rooms/867650996252999166,,Thanh Xuân,10,21.0074851,105.7965483,REGULAR,,Dcapitale căn hộ Studio - City View,entire_home,,False,,/ đêm,,,2.0,True,True,,True,True,,,,,,True,,True,True,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,
634407599659998686,https://www.airbnb.com.vn/rooms/634407599659998686,"4,25",Ba Đình,22,21.02965,105.82427,REGULAR,,CITILUX Studio Apartment @LancasterHanoi Nui Trúc,entire_home,4,False,,/ đêm,1.149,₫1.149.412,2.0,True,True,,True,True,True,,,,,,,True,,,True,,,,True,,,,,,True,,,,,,,,,,True,,,,,,,
707243117645996893,https://www.airbnb.com.vn/rooms/707243117645996893,,Đông Anh,11,21.07842,105.87583,REGULAR,,Căn hộ cao cấp 2 phòng ngủ với tầm nhìn ra sông,entire_home,,False,,/ đêm,1.027,₫1.027.059,6.0,True,True,,True,,True,,True,False,,,,,,,True,,,,,,,,,True,True,,,True,,,,,,,,,,,,,,
842295020320140754,https://www.airbnb.com.vn/rooms/842295020320140754,,Quảng An,12,21.06289419945744,105.82346295572589,REGULAR,,Phòng 2 phòng ngủ hoàn toàn mới và ấm cúng ở trung tâm Tây Hồ,entire_home,,False,,/ đêm,1.027,₫1.027.059,2.0,True,True,,True,,True,,True,False,,,,,,True,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,
46057139,https://www.airbnb.com.vn/rooms/46057139,,Long Biên,22,21.04125,105.88791,REGULAR,,QMP - Ocean Park/ Căn hộ 2 phòng ngủ rộng rãi,entire_home,,False,,/ đêm,1.141,₫1.141.177,4.0,True,True,,True,True,,,,False,,,,,True,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,True,
879317541044621855,https://www.airbnb.com.vn/rooms/879317541044621855,,Láng Thượng,24,21.00478,105.7947,REGULAR,,Căn hộ Vinhomes D’capital 55m2,entire_home,,False,,/ đêm,,,3.0,True,True,,True,,True,,,False,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
38268096,https://www.airbnb.com.vn/rooms/38268096,"5,0",Nam Từ Liêm,30,20.9999,105.78715,REGULAR,,1 Phòng ngủ tại Vinhomes Green Bay Hà Nội sang trọng.,entire_home,8,False,,/ đêm,1.084,₫1.084.118,2.0,True,True,True,True,True,True,,,False,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
35587594,https://www.airbnb.com.vn/rooms/35587594,"4,8",Ha Noi,28,21.027786254882812,105.8439712524414,REGULAR,,"Su Casa: Land Of Ai Cập 2-4Pax, Central View",entire_home,49,False,,/ đêm,1.058,₫1.058.071,4.0,True,True,,True,True,True,,,,,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
721229871752511533,https://www.airbnb.com.vn/rooms/721229871752511533,,Tây Hồ,30,21.06264,105.82879,REGULAR,,Euphoria/Căn hộ 2 phòng ngủ/Hướng thành phố,entire_home,,False,,/ đêm,,,4.0,True,True,,True,,,,True,False,,True,,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
869974744864273038,https://www.airbnb.com.vn/rooms/869974744864273038,,Hoàn Kiếm,18,21.0355168,105.8527874,REGULAR,,Duplex Warm Hanoi/Old Quarter/3mins Hoankiem lake,entire_home,,False,,/ đêm,1.016,₫1.016.895,5.0,True,True,True,True,,True,,True,False,,,,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
827870528019446233,https://www.airbnb.com.vn/rooms/827870528019446233,,Thanh Xuân,14,21.004914312109676,105.7942595332861,REGULAR,,Studio Vinhomes D 'capitale - Nhà ở mùa hè,entire_home,,False,,/ đêm,1.025,₫1.025.918,2.0,True,True,,True,,True,,True,False,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
813472627788516849,https://www.airbnb.com.vn/rooms/813472627788516849,,Hà Đông,6,20.97307,105.77827,REGULAR,,06 TSQ.stay Hotel Apartment,entire_home,,False,,/ đêm,1.034,₫1.034.000,4.0,True,True,,True,,True,,,False,,,,,True,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,
891558849371728489,https://www.airbnb.com.vn/rooms/891558849371728489,,Tây Hồ,22,21.07006,105.81223,REGULAR,,Studio apartment with bathtub in Tay Ho,entire_home,,False,,/ đêm,1.092,₫1.092.589,2.0,True,True,,True,,True,,,,,,,,True,True,True,,,,,,,,,,,True,True,,,,,,True,,,,,,,,,
648810555300637827,https://www.airbnb.com.vn/rooms/648810555300637827,,Ba Đình,28,21.02831,105.81045,REGULAR,,"yên tĩnh sang trọng 2br 1ba 32 Phạm Huy Thông (Yên tĩnh, Cao cấp)",entire_home,,False,,/ đêm,1.048,₫1.048.317,4.0,True,True,,True,True,True,,True,False,,,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
36623531,https://www.airbnb.com.vn/rooms/36623531,"4,83",Ba Đình,21,21.034091278113575,105.81509724347671,REGULAR,,Ruby House - Căn hộ cao cấp,entire_home,6,False,,/ đêm,1.070,₫1.070.454,2.0,True,True,,True,True,True,,,,,,,,,True,True,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,
800389642080058034,https://www.airbnb.com.vn/rooms/800389642080058034,,Hoàn Kiếm,27,21.03132,105.85183,REGULAR,,NYNA House - City View - Khu phố cổ - Cà phê trứng,entire_home,,False,,/ đêm,1.019,₫1.019.702,4.0,True,True,,True,,True,,True,,,,,,True,,True,,,,True,,,,,True,,True,,,,,,,,,,,,,,,,
786491380282994744,https://www.airbnb.com.vn/rooms/786491380282994744,"5,0",Hoàn Kiếm,19,21.01809373360063,105.84047868847847,REGULAR,,Căn hộ 2 phòng ngủ sang trọng với sân rộng,entire_home,6,False,,/ đêm,1.062,₫1.062.395,6.0,True,True,,True,True,True,,True,False,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
24289646,https://www.airbnb.com.vn/rooms/24289646,"4,73",Ngọc Lâm,30,21.04693,105.86742,REGULAR,,Mipec Riverside của Thị trấn cổ,entire_home,48,False,,/ đêm,1.175,₫1.175.659,8.0,True,True,,True,True,True,,,False,,,,True,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
851150203463907755,https://www.airbnb.com.vn/rooms/851150203463907755,,Từ Liêm,5,21.00744,105.73802,REGULAR,,Thành phố thông minh Vinhomes,entire_home,,False,,/ đêm,1.095,₫1.095.530,4.0,True,True,,True,,,,True,False,,,,True,True,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,
828518155164668238,https://www.airbnb.com.vn/rooms/828518155164668238,,Hai Bà Trưng,15,21.00536,105.86862,REGULAR,,Căn hộ tại TimesCity-T090415,entire_home,,False,,/ đêm,1.084,₫1.084.118,2.0,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
876971634087661059,https://www.airbnb.com.vn/rooms/876971634087661059,,Cầu Giấy,12,21.004228468735498,105.7942209765315,REGULAR,,Apartment with 3 room & lake view on bed,entire_home,,False,,/ đêm,1.022,₫1.022.975,5.0,True,True,True,True,,True,,,False,,,,True,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,
45065362,https://www.airbnb.com.vn/rooms/45065362,"4,64",Cầu Giấy,30,21.00541,105.79692,REGULAR,,Troy House | Cozy & Vintage | 1-bedroom,entire_home,11,False,,/ đêm,1.053,₫1.053.271,2.0,True,True,,True,,,,,,,True,True,True,,True,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,
830704056779766569,https://www.airbnb.com.vn/rooms/830704056779766569,,Tây Hồ,22,21.06594798241496,105.82479546887696,REGULAR,,Căn hộ Duplex Tây Hồ,entire_home,,False,,/ đêm,1.141,₫1.141.177,4.0,True,True,,True,,True,,True,False,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,
49099360,https://www.airbnb.com.vn/rooms/49099360,,Đống Đa,17,21.00718,105.79439,REGULAR,,Dcapitale studio garden view,entire_home,,False,,/ đêm,1.043,₫1.043.674,2.0,True,True,,True,True,True,,,False,,,,,True,,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,
714164683656507571,https://www.airbnb.com.vn/rooms/714164683656507571,"4,5",Hoàn Kiếm,27,21.03044,105.85367,REGULAR,,NYNA House-OldQuarter -Balcony -Egg Coffee Class,entire_home,6,False,,/ đêm,,,3.0,True,True,,True,,,,True,,,True,,,True,True,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,
719825816225449438,https://www.airbnb.com.vn/rooms/719825816225449438,"5,0",Đống Đa,19,21.00473062607749,105.79460035183715,REGULAR,,Studio hiện đại_Vinhomes D'Capital_Tầm nhìn tuyệt vời ra thành phố,entire_home,3,False,,/ đêm,1.018,₫1.018.843,2.0,True,True,True,True,True,,,,,,True,,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
851868821782882513,https://www.airbnb.com.vn/rooms/851868821782882513,,Hoàn Kiếm,30,21.024099164072798,105.85130929629518,REGULAR,,B&BToday-Central & Quiet 1BR gần Hồ Gươm,entire_home,,False,,/ đêm,,,2.0,True,True,,True,,True,,,,,,,,True,,True,True,True,,True,,,,,,,True,,,,,,,,,,,,,,,,
880365755013411114,https://www.airbnb.com.vn/rooms/880365755013411114,,Từ Liêm,21,20.9991765,105.7852852,REGULAR,,Studio 2 người nội thất đẹp,entire_home,,False,,/ đêm,1.027,₫1.027.059,2.0,True,True,,True,,True,,True,False,,,,True,,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
25985752,https://www.airbnb.com.vn/rooms/25985752,"4,59",Tràng Tiền,18,21.02467,105.8549,REGULAR,,Mùa xuân/trung tâm thành phố/ gần Hồ Hoàn Kiếm/OldQuarter,private_room,63,False,,/ đêm,1.049,₫1.049.883,2.0,True,True,True,True,,True,,,,,,,True,,True,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,
786088770594416619,https://www.airbnb.com.vn/rooms/786088770594416619,,Hai Bà Trưng,16,21.0145398,105.8506232,REGULAR,,[45 m2]Luxury Indochine ngay trung tâm Hà Nộii-Camellia4,private_room,1,False,,/ đêm,1.065,₫1.065.175,2.0,True,True,True,True,True,,,True,False,,,,,True,,True,,,,,True,True,5,True,,,,,,,,,,,,,,,,,,,
870951146468413802,https://www.airbnb.com.vn/rooms/870951146468413802,,Hà Đông,13,20.963963005509616,105.75716172485353,REGULAR,,Toàn bộ Căn hộ  - quận Hà Đông,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,,True,,True,,,,,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
684477299089824302,https://www.airbnb.com.vn/rooms/684477299089824302,,Trung Hoà,10,21.00486,105.79643,REGULAR,,Mimi 'house Tầm nhìn đẹp và căn hộ thoải mái,private_room,,False,,/ đêm,1.027,₫1.027.059,2.0,True,True,,True,,,,True,False,,,,,True,,True,,,,True,True,True,,True,,True,,,,,,,,,,,,,,,,,
869179845215443164,https://www.airbnb.com.vn/rooms/869179845215443164,,Thanh Xuân,30,21.00616301791913,105.79493897459106,REGULAR,,01 delux BR at Vinhome Dcapital,private_room,,False,,/ đêm,,,1.0,True,True,,True,,True,,True,,,,,True,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
34969285,https://www.airbnb.com.vn/rooms/34969285,"5,0",Hai Bà Trưng,25,20.99153,105.86871,REGULAR,,Sally 's Sweet Home No. 2 / 1BR  | Trung tâm Hà Nội,entire_home,9,False,,/ đêm,1.087,₫1.087.395,3.0,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
807441831751454413,https://www.airbnb.com.vn/rooms/807441831751454413,,Mễ Trì,11,21.000492868307997,105.7839186117053,REGULAR,,Ngôi nhà xanh với tầm nhìn tuyệt vời,entire_home,,False,,/ đêm,1.027,₫1.027.059,4.0,True,True,,True,True,,,True,False,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
619253400312739495,https://www.airbnb.com.vn/rooms/619253400312739495,"5,0",Hoàn Kiếm,15,21.0331,105.85156,REPRESENTATIVE,,Tầm nhìn thành phố sang trọng tại khách sạn The West,private_room,8,False,,/ đêm,,,2.0,True,True,,True,,True,,,,,True,,,True,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,
889547687959130985,https://www.airbnb.com.vn/rooms/889547687959130985,,Hai Bà Trưng,10,20.99527,105.86837,REGULAR,,Căn Hộ Cao Cấp Vinhomes TimeCity,entire_home,,False,,/ đêm,,,4.0,True,True,,True,,True,,True,,,,,True,True,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,
45353102,https://www.airbnb.com.vn/rooms/45353102,,Tây Hồ,22,21.06932,105.81101,REGULAR,,Luxury D'.El dorado 1Br near NoiBai Airport,private_room,,False,,/ đêm,,,3.0,True,True,True,True,,,,,False,,,,True,,True,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,
730835284831065220,https://www.airbnb.com.vn/rooms/730835284831065220,"4,18",Hoàn Kiếm,30,21.033935827905957,105.848894180426,REGULAR,,Căn hộ Khu phố cổ Hà Nội,entire_home,11,False,,/ đêm,,,6.0,True,True,,True,,,,,False,False,True,,True,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,
46246718,https://www.airbnb.com.vn/rooms/46246718,"4,88",Hoàn Kiếm,15,21.02868,105.84799,REGULAR,,Star Anise 401 - Khách sạn Orient House Hà Nội,private_room,8,False,,/ đêm,1.073,₫1.073.619,3.0,,True,True,True,,True,,True,,,,,,True,True,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,
721274419703541462,https://www.airbnb.com.vn/rooms/721274419703541462,,Tây Hồ,28,21.06416,105.82745,REGULAR,,Euphoria/2bedroom Apartment/ Pool view,entire_home,,False,,/ đêm,,,4.0,True,True,,True,,,,True,False,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41388193,https://www.airbnb.com.vn/rooms/41388193,,Cầu Giấy,30,21.00676,105.79565,REGULAR,,% {SMART HOUSE @ 1 PHÒNG NGỦ @ TẦM NHÌN ĐẸP @ HIỆN ĐẠI @ SẠCH SẼ,entire_home,,False,,/ đêm,1.049,₫1.049.020,2.0,True,True,,True,,True,,,False,,,,True,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
28242665,https://www.airbnb.com.vn/rooms/28242665,"4,86",Hàng Trống,28,21.03038,105.85047,REGULAR,,Ban công xanh đẹp - Khu PHỐ cổ Hà Nội,private_room,105,False,,/ đêm,1.165,₫1.165.380,5.0,,True,,True,,True,,,False,False,,,,,True,,,,,,False,True,5,,True,,True,True,,,,,,,,,,,False,,,,
888150270651537900,https://www.airbnb.com.vn/rooms/888150270651537900,,Tây Mỗ,10,20.99878,105.75197,REGULAR,,Căn hộ 1PN Vinhomes Smart City,entire_home,,False,,/ đêm,,,4.0,True,True,,True,,True,,True,False,False,,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
627986995284347170,https://www.airbnb.com.vn/rooms/627986995284347170,"4,56",Tây Hồ,25,21.05944,105.83046,REGULAR,,BESTprice★Monthly550$★ 2BRsAartment★WestLake★Hanoi,entire_home,9,False,,/ đêm,1.186,₫1.186.824,6.0,True,True,True,True,,True,True,,False,,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,
885775061256428923,https://www.airbnb.com.vn/rooms/885775061256428923,,Từ Liêm,10,20.99912377267094,105.78532543033361,REGULAR,,Căn hộ 2 ngủ 1 khách Luxury,private_room,,False,,/ đêm,,,1.0,True,True,True,,,,,True,False,False,,,True,True,,,,,,,False,True,,,,True,,,,,,,,,,,,,False,,,,
675996785038318135,https://www.airbnb.com.vn/rooms/675996785038318135,,Tây Hồ,14,21.0527064,105.8124938,REGULAR,,Căn hộ Westlake view,entire_home,,False,,/ đêm,1.150,₫1.150.000,2.0,True,True,,True,True,,,True,,,,,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
888640987638943686,https://www.airbnb.com.vn/rooms/888640987638943686,,Hoàn Kiếm,16,21.0317911,105.8444075,REGULAR,,3 bedroom apartment,entire_home,,False,,/ đêm,,,8.0,True,True,,True,,True,,,False,False,,,,True,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,
650263677204091872,https://www.airbnb.com.vn/rooms/650263677204091872,,Từ Liêm,18,20.9999,105.78449,REGULAR,,Kora House_Căn hộ 2 phòng ngủ Vinhomes Greenbay Luxury,entire_home,,False,,/ đêm,1.111,₫1.111.177,4.0,True,True,,True,True,,,,False,,,,True,True,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,
821330953235767070,https://www.airbnb.com.vn/rooms/821330953235767070,,Láng Thượng,18,21.027715721688253,105.804605165169,REGULAR,,HH26 Big 1BR Apartment Cityview @Hongkong Tower,entire_home,,False,,/ đêm,1.186,₫1.186.824,3.0,True,True,,True,,True,,,,,True,,,True,,True,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,
46228203,https://www.airbnb.com.vn/rooms/46228203,,Hoàn Kiếm,14,21.03098,105.84747,REGULAR,,Cinnamon Grand 302 - Maison d 'Orient Hotel Hà Nội,private_room,,False,,/ đêm,1.012,₫1.012.110,3.0,True,True,True,True,,True,,True,,,,,,,True,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,
38391285,https://www.airbnb.com.vn/rooms/38391285,"5,0",Hoàn Kiếm,11,21.03562,105.8544,REPRESENTATIVE,,Phòng đôi điều hành,hotel_room,5,False,,/ đêm,1.170,₫1.170.000,2.0,,True,,True,True,True,,,,,,,,True,,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,True
730687265975604531,https://www.airbnb.com.vn/rooms/730687265975604531,,Ba Đình,12,21.0354777,105.8111782,REGULAR,,"sang trọng yên tĩnh 1br 1ba 15/41 linh lang (yên tĩnh, cao cấp)",entire_home,,False,,/ đêm,1.047,₫1.047.004,2.0,True,True,,True,True,True,,True,,False,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
35068557,https://www.airbnb.com.vn/rooms/35068557,,Ba Đình,30,21.04902,105.83982,REGULAR,,"Nội trú mùa thu - 2 phòng ngủ - 2 phòng tắm, hướng nhìn ra hồ",private_room,,False,,/ đêm,1.164,₫1.164.001,4.0,,True,,,,True,,,False,,,True,,True,True,True,,,,True,False,True,,True,True,,,,,,,,,,,,,,,,,,
792701672184002312,https://www.airbnb.com.vn/rooms/792701672184002312,,Nam Từ Liêm,11,21.00052604049975,105.78707255423069,REGULAR,,Candy House Khác biệt- Trang trọng,entire_home,,False,,/ đêm,1.163,₫1.163.550,2.0,True,True,,True,True,True,,,False,,,,True,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
779376685653284869,https://www.airbnb.com.vn/rooms/779376685653284869,,Hai Bà Trưng,16,21.0145398,105.8506232,REGULAR,,[45 m2]Luxury Indochine ngay trung tâm Hà Nội - Camellia,private_room,1,False,,/ đêm,1.067,₫1.067.913,2.0,True,True,True,True,True,,,True,False,,,,,True,,True,,,,,True,True,5,True,,,,,,,,,,,,,,,,,,,
41136286,https://www.airbnb.com.vn/rooms/41136286,"4,0",Hai Bà Trưng,23,20.99748,105.86709,REGULAR,,* Những ngôi nhà* Vinhomes Times City - 1 phòng ngủ - Căn hộ cao cấp,entire_home,4,False,,/ đêm,1.084,₫1.084.118,2.0,True,True,,True,True,True,,,False,False,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
807528777253966463,https://www.airbnb.com.vn/rooms/807528777253966463,"5,0",Hai Bà Trưng,30,21.01262,105.8474,REGULAR,,Căn hộ Lily 1 phòng ngủ với ban công lớn do MUSE quản lý,entire_home,4,False,,/ đêm,1.022,₫1.022.860,4.0,True,True,,True,True,,,True,,,,,True,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,
770984931898927827,https://www.airbnb.com.vn/rooms/770984931898927827,,Thanh Xuân,23,21.00632,105.79592,REGULAR,,Căn hộ một phòng ngủ tại Vinhomes Dcapitale,entire_home,,False,,/ đêm,1.031,₫1.031.765,2.0,True,True,,True,,True,,,False,,,,,,,True,True,,True,,,,,,,True,True,,,,,,,,,,,,,,,,
823444393039597449,https://www.airbnb.com.vn/rooms/823444393039597449,,Từ Liêm,12,21.00106,105.75076,REGULAR,,96Housing/Homestay Vinhomes SmartbeginED1WC TOA S301,entire_home,,False,,/ đêm,1.192,₫1.192.233,5.0,True,True,,True,,True,,True,False,,,,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
780124104046747634,https://www.airbnb.com.vn/rooms/780124104046747634,"5,0",Tây Hồ,30,21.06081,105.83127,REGULAR,,Beautiful views Westlake apartment in Tu Hoa,private_room,4,False,,/ đêm,1.141,₫1.141.177,2.0,,True,,True,,,,True,False,False,,,True,True,,True,,,,True,False,True,5,True,,,,,,,,,,,,,,,,,,,
770692099931597076,https://www.airbnb.com.vn/rooms/770692099931597076,,Hoàn Kiếm,14,21.03556,105.84862,REGULAR,,Trung tâm Hoàn Kiếm/2’ đến Hồ Hoàn Kiếm và phố Bia,entire_home,,False,,/ đêm,1.181,₫1.181.342,4.0,True,True,,True,,True,,,False,False,,,,,True,True,,,,,,,,,,,,True,,,,,,True,,,,,,,,,
787986281659409503,https://www.airbnb.com.vn/rooms/787986281659409503,,Ba Đình,21,21.0281656,105.8099555,REGULAR,,sang trọng yên tĩnh 2br 1ba 26 PHT,entire_home,,False,,/ đêm,1.180,₫1.180.764,4.0,True,True,,True,True,True,,True,False,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
786703982756964394,https://www.airbnb.com.vn/rooms/786703982756964394,"4,67",Tây Hồ,24,21.069810854861178,105.81138015026245,REGULAR,,Studio Hồ Tây - Căn hộ Eldorado,entire_home,3,False,,/ đêm,1.067,₫1.067.001,2.0,True,True,,True,,,,True,False,False,,,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,
774519314339399982,https://www.airbnb.com.vn/rooms/774519314339399982,,Nhật Tân,30,21.072995023386106,105.8215647306885,REGULAR,,2 căn hộ riêng biệt trên một tầng @ Tây Hồ,entire_home,,False,,/ đêm,1.148,₫1.148.607,5.0,True,True,,True,True,True,True,,False,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
790990729437935500,https://www.airbnb.com.vn/rooms/790990729437935500,,Cầu Giấy,6,21.0061916,105.7948387,REGULAR,,Studio 38m2 Vinhome D 'capitalitale,entire_home,,False,,/ đêm,1.129,₫1.129.765,2.0,True,True,,True,True,True,,,False,,,,,,,True,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,
39376003,https://www.airbnb.com.vn/rooms/39376003,"4,2",Hai Bà Trưng,24,20.9964,105.8667,REGULAR,,Sally 's Sweet Home Số 05 - 1BR | Trung tâm Hà Nội,entire_home,5,False,,/ đêm,1.087,₫1.087.394,3.0,True,True,True,True,True,True,True,,False,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,
868380508462745390,https://www.airbnb.com.vn/rooms/868380508462745390,,Tây Hồ,20,21.0650233,105.8271826,REGULAR,,"Dành 2 người lớn ,1 trẻ em",entire_home,,False,,/ đêm,,,2.0,True,True,,True,,True,,True,,,,,True,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,True,,,
875203498690840804,https://www.airbnb.com.vn/rooms/875203498690840804,,Cầu Giấy,13,21.00706,105.79739,REGULAR,,Căn hộ 1PN view hồ - Luka Home,entire_home,,False,,/ đêm,,,2.0,True,True,,True,,True,,True,False,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
