room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,rating,reviewCount,isSuperHost,isVerified,yearHosting,SYSTEM_COOKING_BASICS,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_ELEVATOR,SYSTEM_BEACH,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_FLOWER,SYSTEM_DRYER,SYSTEM_HAIRDRYER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_JACUZZI,SYSTEM_REFRIGERATOR,SYSTEM_POOL,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_VIEW_CITY,SYSTEM_LOCK_ON_DOOR,SYSTEM_LUGGAGE_DROP,SYSTEM_CALENDAR,SYSTEM_VIEW_OCEAN,SYSTEM_FIREPLACE,SYSTEM_GYM
728793248586094511,https://www.airbnb.com.vn/rooms/728793248586094511,Côn Đảo,7,8.68682,106.60853,REGULAR,,Ban công phòng đôi tại khách sạn - Trung tâm Côn Đảo,private_room,False,,/ đêm,650.000,₫650.000,2.0,,,,,,True,False,False,"4,8",5,,,,,,,,,,,,,,,,,,,,,,,,,,
704754300744580084,https://www.airbnb.com.vn/rooms/704754300744580084,Côn Đảo,30,8.6894439,106.609505,REGULAR,,Ở cùng người hướng dẫn địa phương thân thiện-Cozy homestay,private_room,False,,/ đêm,552.330,₫552.330,2.0,True,,,,True,True,False,False,"4,83",6,,,,True,,,,True,,True,,,True,,,True,,,,,,,,,,
24982367,https://www.airbnb.com.vn/rooms/24982367,Bạc Liêu,10,9.28939,105.73514,REGULAR,,Masteri Suong Nguyet Anh 173,entire_home,False,,/ đêm,2.783,₫2.783.634,3.0,True,,True,True,,,False,False,,,,,,True,,True,,True,True,,,,,,,,True,,,,,,,,,
15345999,https://www.airbnb.com.vn/rooms/15345999,Côn Đảo,16,8.67701,106.6012,REGULAR,,Deluxe King với Seaview,private_room,False,,/ đêm,3.372,₫3.372.484,2.0,True,,,True,True,,False,,"4,13",8,,,,,,True,,True,,,,,True,,,,True,True,True,,,,,,,
39370628,https://www.airbnb.com.vn/rooms/39370628,Côn Đảo,9,8.68037,106.60172,REGULAR,,Uyên' house Condao - Phòng ấm cúng ngay trung tâm Condao,private_room,False,,/ đêm,798.824,₫798.824,3.0,True,,True,,True,,False,False,"5,0",4,False,True,4,,False,,,,,,,,True,,,,,,,,,,,,,
46057766,https://www.airbnb.com.vn/rooms/46057766,Côn Đảo,30,8.69927,106.6138,REGULAR,,Garden house  Côn Đảo,entire_home,False,,/ đêm,753.177,₫753.177,16.0,True,True,True,,,,False,False,"4,67",3,,,,True,,,True,True,,,True,,,,,,,,,True,,,,,,
598138071819571455,https://www.airbnb.com.vn/rooms/598138071819571455,Côn Đảo,5,8.70189,106.61625,REGULAR,,Trải nghiệm cắm trại độc đáo trên đảo nhiệt đới,entire_home,False,,/ đêm,,,4.0,True,,True,,,,False,False,,,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,
609690242816030744,https://www.airbnb.com.vn/rooms/609690242816030744,Côn Đảo,7,8.68023,106.60494,REGULAR,,Khách sạn giá rẻ bên bờ biển,private_room,False,,/ đêm,513.530,₫513.530,2.0,True,,True,True,True,True,False,False,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
827425690890254743,https://www.airbnb.com.vn/rooms/827425690890254743,Bạc Liêu,11,9.2940027,105.7215663,REGULAR,,Phòng đôi (2 giường),private_room,False,,/ đêm,740.132,₫740.132,2.0,True,True,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818049,https://www.airbnb.com.vn/rooms/35818049,Côn Đảo,8,8.68662,106.60839,REGULAR,,Trung tâm Côn Đảo @ Phòng ấm cúng tại Khách sạn Boutique,private_room,False,,/ đêm,627.647,₫627.647,2.0,True,,True,True,True,,False,,,,,,,True,,,,,True,,,True,True,,,,,,,,,,,,,
851099479340883519,https://www.airbnb.com.vn/rooms/851099479340883519,,18,8.646905032769418,106.584719286261,REGULAR,,Premier Deluxe Mountain View,private_room,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,,,,,,,,,True,,,,,,,True,True,,True,,,,,,,,,
34454540,https://www.airbnb.com.vn/rooms/34454540,Côn Đảo,30,8.6792,106.60137,REGULAR,,Bungalow với Seaview + Couple,private_room,False,,/ đêm,2.676,₫2.676.587,16.0,True,,True,True,True,,False,False,,,,,,,,,True,,,,,,True,,,,,True,,,,,,,,
43730331,https://www.airbnb.com.vn/rooms/43730331,Côn Đảo,18,8.68536,106.6085,REGULAR,,Côn Đảo - Phòng 3 người với phòng tắm riêng,private_room,False,,/ đêm,1.506,₫1.506.354,3.0,True,,True,True,True,,False,False,,,,,,True,,,,,,,,,True,,,,,,True,,,,,,,
48071326,https://www.airbnb.com.vn/rooms/48071326,Côn Đảo,15,8.68695,106.60898,REGULAR,,Phòng có thiết kế gỗ nhìn thấy núi,private_room,False,,/ đêm,1.027,₫1.027.059,4.0,True,True,True,True,True,,False,False,"5,0",3,False,True,4,,,,,,,,,,True,,,,,,,,True,,,,,
47569416,https://www.airbnb.com.vn/rooms/47569416,Côn Sơn,7,8.68096,106.60516,REGULAR,,Phòng bình dân thoải mái trên đảo Con Sơn.,private_room,False,,/ đêm,503.500,₫503.500,2.0,True,,True,True,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,
48307982,https://www.airbnb.com.vn/rooms/48307982,Côn Đảo,7,8.6821,106.60522,REGULAR,,Sala Hotel ConDao - Phòng Double Double Deluxe F101,private_room,False,,/ đêm,793.118,₫793.118,4.0,True,True,True,True,,,False,False,,,,,,True,,,,True,True,,,True,,,,,,,,,,,,,,
21626556,https://www.airbnb.com.vn/rooms/21626556,Bạc Liêu,8,9.2547,105.77956,REGULAR,,CHO THUÊ PHÒNG NỘI THẤT ĐẦY ĐỦ QUẬN BÌNH THẠNH,entire_home,False,,/ đêm,2.810,₫2.810.426,2.0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39371205,https://www.airbnb.com.vn/rooms/39371205,Côn Đảo,26,8.68008,106.6012,REGULAR,,Nhà của Uyên Condao- Phòng nhỏ ấm cúng,private_room,False,,/ đêm,684.706,₫684.706,3.0,True,,True,,True,,False,False,"4,83",6,False,True,4,,False,,,,,,,,True,,,,,,,,,,,,,
777804267048453284,https://www.airbnb.com.vn/rooms/777804267048453284,Côn Đảo,19,8.68464,106.60503,REGULAR,,"CD khách sạn Nam Hải
2 hoặc 3 khách",private_room,False,,/ đêm,1.280,₫1.280.000,3.0,True,True,True,True,True,,False,False,,,,,,,,,,,,True,True,,,,,,,,,,,,,True,,
598126398404249488,https://www.airbnb.com.vn/rooms/598126398404249488,Côn Đảo,5,8.70378,106.61731,REGULAR,,Lều cắm trại trong rừng rộng rãi trên đảo Côn Đảo,private_room,False,,/ đêm,,,4.0,True,,True,,,,False,False,"4,25",4,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,
598192984830596228,https://www.airbnb.com.vn/rooms/598192984830596228,Côn Đảo,6,8.70355,106.61754,REGULAR,,Trải nghiệm lều cắm trại trên đảo (3 người),entire_home,False,,/ đêm,342.353,₫342.353,3.0,True,,True,,,,False,False,,,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,
41985518,https://www.airbnb.com.vn/rooms/41985518,Côn Đảo,30,8.70199,106.61761,REGULAR,,Sống cùng gia đình bản xứ Đảo Xanh Côn Sơn,private_room,False,,/ đêm,399.412,₫399.412,16.0,True,True,True,,True,True,False,False,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,
47248854,https://www.airbnb.com.vn/rooms/47248854,Côn Đảo,9,8.68666,106.60679,REGULAR,,Homestay Nam Định Côn Đảo,private_room,False,,/ đêm,455.019,₫455.019,16.0,True,True,True,True,True,True,,,,,,,,True,,,,True,,,,,True,,,,,True,,,,,,,,
744610597960534260,https://www.airbnb.com.vn/rooms/744610597960534260,Côn Đảo,7,8.678170573756898,106.60245402364933,REGULAR,,Phòng Gia Đình Hướng Biển - Khách Sạn Thiên Tân,private_room,False,,/ đêm,2.282,₫2.282.354,2.0,True,,True,True,True,True,False,False,,,,,,True,,,True,,,True,,,,,,,,,,,,,,,,
646028994542495369,https://www.airbnb.com.vn/rooms/646028994542495369,Côn Đảo,27,8.679995811910219,106.60227405396729,REGULAR,,Một khoảnh khắc ở Côn Đảo,private_room,False,,/ đêm,929.244,₫929.244,12.0,True,True,True,True,True,,False,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,
8750799,https://www.airbnb.com.vn/rooms/8750799,Côn Đảo,21,8.67839,106.60167,REGULAR,,Seaview Bungalow cho cặp đôi,private_room,False,,/ đêm,1.172,₫1.172.806,2.0,True,,True,True,True,,False,False,"2,88",8,,,,,,,,,,,,True,,,,,,,,,,,,,,
48071454,https://www.airbnb.com.vn/rooms/48071454,Côn Đảo,4,8.68709,106.60827,REGULAR,,Phòng đôi,private_room,False,,/ đêm,537.443,₫537.443,2.0,True,True,True,True,True,,False,False,,1,False,True,4,,,,,,,,True,,True,,,,,,,,True,,,,,
851039631346622767,https://www.airbnb.com.vn/rooms/851039631346622767,,10,8.64700794336101,106.58449539124452,REGULAR,,Deluxe Double Mountain View,private_room,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,,,,,,,,,True,,,,,,,True,True,,True,,,,,,,,,
43730101,https://www.airbnb.com.vn/rooms/43730101,Côn Đảo,11,8.68452,106.60974,REGULAR,,Côn Đảo House - Room with twin beds,private_room,False,,/ đêm,,,2.0,True,,True,True,True,,False,False,,,,,,True,,,,,,,,,True,,,,,,True,,,,,,,
41844563,https://www.airbnb.com.vn/rooms/41844563,Côn Đảo,30,8.687981,106.608002,REGULAR,,Nhà Côn Đảo -  Phòng có giường đôi!,private_room,False,,/ đêm,1.129,₫1.129.765,2.0,True,,,True,True,,False,False,"5,0",3,,,,True,,,,,,True,True,,True,,,,,,,,,True,,,,
646046742940178485,https://www.airbnb.com.vn/rooms/646046742940178485,Côn Đảo,27,8.68102,106.60204,REGULAR,,Phòng sang trọng,private_room,False,,/ đêm,1.097,₫1.097.405,10.0,True,True,True,True,True,True,False,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,
34455377,https://www.airbnb.com.vn/rooms/34455377,Côn Đảo,30,8.67977,106.60178,REGULAR,,Bungalow với cảnh quan vườn + Cặp đôi,private_room,False,,/ đêm,2.141,₫2.141.261,12.0,True,,True,True,True,,False,False,,,,,,,,,True,,,,,,True,,,,,True,,,,,,,,
870694227282407867,https://www.airbnb.com.vn/rooms/870694227282407867,Con Dao,9,8.68932,106.61111,REPRESENTATIVE,,Rooftop Double Room/Mountain View & Maya Hotel 2,private_room,False,,/ đêm,1.080,₫1.080.000,2.0,True,,True,True,True,True,,,,,,,,,,,,,,,,,True,True,True,,,True,,,,,,,True,
48071514,https://www.airbnb.com.vn/rooms/48071514,Côn Đảo,13,8.68748,106.60908,REGULAR,,Phòng 3 người,private_room,False,,/ đêm,741.765,₫741.765,3.0,True,True,True,True,True,,False,False,"5,0",3,False,True,4,,,,,,,,True,,True,,,,,,,,True,,,,,
47569853,https://www.airbnb.com.vn/rooms/47569853,Côn Sơn,12,8.6812,106.60547,REGULAR,,"Khách sạn Con Sơn Island, 4 phòng khách, đi dạo",private_room,False,,/ đêm,790.000,₫790.000,4.0,True,,True,True,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,
598158341049381909,https://www.airbnb.com.vn/rooms/598158341049381909,Côn Đảo,6,8.702,106.61558,REGULAR,,Cắm trại trên đảo Côn Đảo - Lều trong rừng cho 2 người!,entire_home,False,,/ đêm,342.353,₫342.353,2.0,True,,True,,,,False,False,,,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,
43502475,https://www.airbnb.com.vn/rooms/43502475,Côn Đảo,9,8.68709,106.60732,REGULAR,,Sống cùng gia đình bản xứ dưới ánh trăng Côn Đảo,private_room,False,,/ đêm,536.000,₫536.000,2.0,True,,True,,True,,False,False,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,
42613116,https://www.airbnb.com.vn/rooms/42613116,Côn Đảo,6,8.68592,106.60675,REGULAR,,Khách sạn Lamer Condor,private_room,False,,/ đêm,570.589,₫570.589,16.0,True,,,True,True,,False,False,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
744594830277944784,https://www.airbnb.com.vn/rooms/744594830277944784,Côn Đảo,13,8.678795995417982,106.60249258095091,REGULAR,,Phòng Gia Đình -  Hướng Vườn - Khách Sạn Thiên Tân,private_room,False,,/ đêm,2.054,₫2.054.119,4.0,True,,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41940735,https://www.airbnb.com.vn/rooms/41940735,Trần Đề,8,9.52131,106.19714,REGULAR,,Ngô homestay tại trung tâm Trần Đình Sóc trang,entire_home,False,,/ đêm,918.079,₫918.079,7.0,True,,True,True,True,,False,,,,,,,True,,,,,True,True,True,,,,True,,,,,,,,,,,
39370032,https://www.airbnb.com.vn/rooms/39370032,Côn Đảo,22,8.68042,106.60167,REGULAR,,Căn nhà của Uyên Linh - Chung cư Condao Parkview.,private_room,False,,/ đêm,912.942,₫912.942,3.0,True,,True,,True,,False,False,,1,False,True,4,,False,,,,,,,,True,,,,,,,,,,,,,
28554747,https://www.airbnb.com.vn/rooms/28554747,Côn Đảo,6,8.70096,106.61551,REGULAR,,Phòng đôi Sky bao gồm bữa sáng,private_room,False,,/ đêm,1.032,₫1.032.080,2.0,True,,True,,True,,,,,,,,,,,,,True,,,,,True,,,,,True,True,,,,,,,
49116812,https://www.airbnb.com.vn/rooms/49116812,Côn Đảo,30,8.67944,106.60278,REGULAR,,Phòng gia đình với tầm nhìn ra sông Moutain,private_room,False,,/ đêm,1.067,₫1.067.952,4.0,True,True,True,True,True,,False,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,
44080428,https://www.airbnb.com.vn/rooms/44080428,Côn Đảo,13,8.70169,106.61121,REPRESENTATIVE,,King Room✯City View✯Luxury✯Center Đảo Côn Đảo,private_room,False,,/ đêm,1.080,₫1.080.000,2.0,True,,True,True,True,,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,,,True,
40142536,https://www.airbnb.com.vn/rooms/40142536,Bạc Liêu,5,9.29422,105.72185,REGULAR,,Bạc Liêu || Happy House,private_room,False,,/ đêm,910.037,₫910.037,2.0,True,,True,True,,,False,False,,,False,False,,True,False,,,True,True,,,True,,,,,,,,,,,,,,
44564039,https://www.airbnb.com.vn/rooms/44564039,Thành phố Bạc Liêu,7,9.27782,105.73207,REGULAR,,Noc Nan Sweet Home !,entire_home,False,,/ đêm,1.552,₫1.552.410,2.0,True,,True,True,True,,,,,,,,,True,,,,,True,,,True,True,,True,,,,,,,,,,True,
851127731586582558,https://www.airbnb.com.vn/rooms/851127731586582558,,15,8.646862605214334,106.58459054022829,REGULAR,,Executive Deluxe Ocean View,private_room,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,
851056734335941330,https://www.airbnb.com.vn/rooms/851056734335941330,,13,8.647056476746862,106.58448384760675,REGULAR,,Deluxe Twin Mountain VIew,private_room,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,,,,,,,,,True,,,,,,,True,True,,True,,,,,,,,,
649513109555841920,https://www.airbnb.com.vn/rooms/649513109555841920,Côn Đảo,14,8.68709435863131,106.59516915678978,REGULAR,,NHÀ CỦA GIÓ Homestay Côn Đảo,private_room,False,,/ đêm,570.589,₫570.589,12.0,True,,,,True,,False,False,,,False,False,,True,False,,,,True,True,,,,,,,,,,,,,,,,
25494685,https://www.airbnb.com.vn/rooms/25494685,Côn Đảo,14,8.69939,106.61456,REGULAR,,"Một khách sạn độc đáo, ấn tượng Condao Island-Double R1",hotel_room,False,,/ đêm,,,2.0,True,,,True,True,,False,False,"4,76",33,,,,,,,,,,,,,True,,,,,True,True,,,,,,,
557075252975577022,https://www.airbnb.com.vn/rooms/557075252975577022,Côn Đảo,14,8.6867,106.60862,REPRESENTATIVE,,✯Ban công giường đôi✯ 15m2 khách sạn✯ Maya 3✯Côn Đảo,private_room,False,,/ đêm,1.380,₫1.380.000,2.0,True,True,True,True,True,,,,,,,,,,,True,,,,,,,True,,,,,True,,,,,True,,,True
48071542,https://www.airbnb.com.vn/rooms/48071542,Côn Đảo,9,8.68893,106.60898,REGULAR,,Phòng 4 người thiết kế gỗ,private_room,False,,/ đêm,912.942,₫912.942,4.0,True,True,True,True,True,,False,False,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,
598172648312586050,https://www.airbnb.com.vn/rooms/598172648312586050,Côn Đảo,5,8.70353,106.61594,REGULAR,,TRẢI NGHIỆM CẮM TRẠI TRÊN ĐẢO TRONG RỪNG!,entire_home,False,,/ đêm,342.353,₫342.353,2.0,True,,True,,,,False,False,,,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,
762141512078943754,https://www.airbnb.com.vn/rooms/762141512078943754,Côn Đảo,13,8.68009,106.6026,REGULAR,,Phòng Đôi Hướng Biển- Khách Sạn Thiên Tân,private_room,False,,/ đêm,1.825,₫1.825.883,2.0,True,,True,True,True,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
43730459,https://www.airbnb.com.vn/rooms/43730459,Côn Đảo,30,8.684799,106.608704,REGULAR,,Côn Đảo - Phòng gia đình có 2 giường cỡ queen,private_room,False,,/ đêm,,,4.0,True,,True,True,True,,False,False,,,,,,True,,,,,,True,True,,,,,,,,,,,True,,,,
46052877,https://www.airbnb.com.vn/rooms/46052877,Côn Đảo,5,8.69319,106.61526,REGULAR,,Moonlight Home lịch sự và thân thiện,private_room,False,,/ đêm,456.471,₫456.471,16.0,True,True,,,True,,False,False,,,,,,True,,,True,,,,,,True,,,,,True,,,,True,,,,
40825683,https://www.airbnb.com.vn/rooms/40825683,Côn Đảo,9,8.68765,106.61029,REGULAR,,Phòng sang trọng✯ Bữa sáng Ban✯ công Sân bay✯ Côn Đảo,private_room,False,,/ đêm,1.080,₫1.080.000,16.0,True,,True,True,True,,,,"5,0",4,,,,,,,,,True,,,True,True,,,True,,,,,,,,,,
40824614,https://www.airbnb.com.vn/rooms/40824614,Côn Đảo,2,8.70043,106.61564,REGULAR,,Phòng đôi Sky trong Hotel De Condor,private_room,False,,/ đêm,,,2.0,True,,True,,True,,,,,,,,,,,,,True,,,,,True,,,,,True,True,,,,,,,
598187388015121092,https://www.airbnb.com.vn/rooms/598187388015121092,Côn Đảo,7,8.70415,106.61767,REGULAR,,Con Dao Island Camping - 3 Bed Jungle TENT,private_room,False,,/ đêm,,,3.0,True,,True,,,,False,False,,,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,
40910456,https://www.airbnb.com.vn/rooms/40910456,Côn Đảo,8,8.68859,106.61098,REPRESENTATIVE,,Sân bay✯ Côn Đảo✯✯ miễn phí Queen Bed Breakfast,private_room,False,,/ đêm,850.000,₫850.000,2.0,True,,True,True,True,,,,,,,,,,,,,,True,,,True,True,,,True,,,,,,,,,,
16759477,https://www.airbnb.com.vn/rooms/16759477,Côn Đảo,20,8.6802,106.60243,REGULAR,,Phòng view biển Góc sang trọng với Giường đôi,private_room,False,,/ đêm,,,2.0,True,,True,True,True,,False,,,,,,,,,True,,True,,,,,,,,,True,True,,,,,,,,
44108259,https://www.airbnb.com.vn/rooms/44108259,Côn Đảo,13,8.68909,106.61075,REPRESENTATIVE,,Phòng gia đình✯✯ Trung tâm sang trọng Côn Đảo,private_room,False,,/ đêm,1.440,₫1.440.000,4.0,True,,True,True,True,,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,,,True,
41422896,https://www.airbnb.com.vn/rooms/41422896,Côn Đảo,6,8.68675,106.60814,REGULAR,,BAN CÔNG RIÊNG🔆 Côn Đảo Central,private_room,False,,/ đêm,855.883,₫855.883,2.0,True,,True,True,True,,False,False,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,
851087803568122243,https://www.airbnb.com.vn/rooms/851087803568122243,,15,8.64771,106.58506,REGULAR,,Deluxe Twin Ocean View,private_room,False,,/ đêm,,,2.0,True,True,True,True,,True,False,,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,
42534362,https://www.airbnb.com.vn/rooms/42534362,Côn Đảo,5,8.68569,106.60774,REGULAR,,Hưng Khánh Hotel,private_room,False,,/ đêm,741.765,₫741.765,16.0,True,,True,True,True,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,
